,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"♥ Tu Destino, Tu Vista, Tu SPA ☀",Vivienda rentada entero,Coquimbo,4,3,2, Habitación,2,privado,80.0,-29.9825,-71.3522,"https://maps.google.com/maps?ll=-29.9825,-71.3522&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Área tranquila y exclusiva en playa La Herradura. Minimarket, restaurantes y miradores a pocos pasos de distancia.

En auto: Cine y Mall Vivo Coquimbo a 6 minutos, Supermercado Santa Isabel y Telepizza a 3 minutos, Casino Enjoy Coquimbo a sólo 10 minutos. La Serena a 15 minutos.

Turismo: Puedes llegar en 90 minutos a Pisco Elqui, una experiencia inolvidable. Si contratas alguna agencia turística en la región, puedes llegar a la hermosa Isla Damas.","Nuestros huéspedes lo dicen: Es el lugar perfecto para vacaciones o escapes de la ciudad ☀.
Te ofrecemos un lugar Nuevo e Impecable, con una Vista infinita al mar, Spa,  Acceso directo a la playa, Piscina, ¡y mucho más!
Tendrás 2 habitaciones, 2 baños completos, cocina full-equipada, TV cable, HBO Max, Wifi, Audio bluetooth, Libros y  más. ¡Nuestra hospitalidad hará que te sientas como en casa!. 
Nos encargaremos de que tu experiencia sea increíble y garantizamos que vas a volver a visitarnos ♥.


Completamente equipado (utensilios de cocina, ollas, vajilla, cubiertos, vasos, copas, ... ¡todo lo que imaginas! ).
Incluye sistema de sonido portátil Bose (bluetooth), WiFi de alta velocidad y calidad, HBO Max, TV cable, libros, revistas, 1 silla de playa, sombrilla y mucho más. ¿Necesitas algo adicional? ¡Consúltanos y veremos cómo ayudarte!",['Vista a la marina'],4.98,127,Carlos,06-2017,https://www.airbnb.cl/rooms/19311735?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000
1,Espacio Verde VIP con wifi en La Serena,Vivienda rentada entero,Coquimbo,6,4,2, Habitación,2,privado,109.067,-29.94334,-71.28967,"https://maps.google.com/maps?ll=-29.94334,-71.28967&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Este departamento se encuentra frente al mar, habilitado para 6 personas con todas las comodidades, gran piscina, wifi, TV Cable, Smart TV, Home Theater, podrás escuchar música incluso desde tu celular conectado vía Bluetooth. De decoración moderna y entretenida. A pasos del casino Enjoy y los mejores restaurantes de la zona. 
Cuenta con microondas, cafetera, hornito, juguera, todo lo necesario para cocinar si deseas!
Tiene 1 estacionamiento propio y una gran terraza para disfrutar en familia


En Club Océano puedes ir a la gran piscina al aire libre, 
Gimnasio.
Sala de Lavandería en el primer piso
Piscina temperada y sauna, son de acceso controlado. Para el sauna se cancela en administración y se pide su uso con anticipación.
Quinchos para asados y salón de eventos en terraza con vistas panorámicas de la playa y ciudad se cancela su uso directamente en la administración y debe cumplirse con ciertas normas que te explicarán al momento de la solicitud.",['Vista a la bahía'],4.61,47,Yanitza,01-2012,https://www.airbnb.cl/rooms/15471290?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-04&previous_page_section_name=1000
2,"Departamento Playa La Herradura, Coquimbo, Chile.",Vivienda rentada entero,Coquimbo,5,4,2, Habitación,2,privado,57.5,-29.98146,-71.3513,"https://maps.google.com/maps?ll=-29.98146,-71.3513&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Departamentos ubicados en prestigiado sector de Coquimbo, en primera línea de bahía la herradura, con salida directa a la playa, la playa es conocida por sus aguas tranquilas y limpias.
Los departamentos cuentan con acceso las 24 horas del día y seguridad permanente.
Cercano a estos se encuentran varios restaurantes, almacenes, serví centros, supermercados, a todos estos es posible llegar caminando.
Locomoción cercana en caso de no utilizar vehículo propio.","Acogedores y modernos departamentos ubicados en PRIMERA LINEA en la tranquila playa La Herradura, vista panorámicas de la bahía, salida directa a la playa, 1 estacionamiento incluido, piscina (cerrada verano 2021), quinchos, juegos infantiles , full equipados (hasta 5p)  cama matrimonial, camarote, futon, wifi, cable
Interesados consultas directa con propietario cable ropa de cama y toayas de ducha


2 piezas 2 baños , cama matrimonial ,camarote, futon en sala de estar, wifi habilitado hasta Max 5 , salida directa a playa,  La mejor Vista panorámica piso 15 en La Herradura primera línea.  INCLUYE ESTACIONAMIENTO Supermercados, bencineras, Locomoción, lugar ideal de descanso","['Acceso a la playa', 'Frente a la playa']",4.46,27,Macarena,08-2017,https://www.airbnb.cl/rooms/20477564?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-04&previous_page_section_name=1000
3,Departamento frente al mar,Vivienda rentada entero,Coquimbo,5,4,2, Habitación,2,privado,45.0,-29.95646,-71.30804,"https://maps.google.com/maps?ll=-29.95646,-71.30804&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ubicado en primera línea piso 15, frente a la mejor playa de la serena, tranquilo ambiente, familiar equipado con malla de seguridad en balcón, a 5 minutos caminando por la av del mar del sector gastronómico turístico de la serena, habitaciones con gran vista panorámica, acceso gratuito a las áreas comunes, Picsina, quinchos (bbq), sala de pool, juegos infantiles, estacionamiento superficie techado, seguridad  24hrs acceso controlado, el edificio cuenta con lavandería con un costo adicional


Tranquilidad, seguridad y una vista insuperable",['Vista al océano'],4.98,46,Andres,11-2016,https://www.airbnb.cl/rooms/17157611?adults=1&children=0&infants=0&pets=0&check_in=2023-03-11&check_out=2023-03-16&previous_page_section_name=1000
4,Depto. en playa La Herradura Depto. 901,Vivienda rentada entero,Coquimbo,6,5,3, Habitación,2,privado,75.0,-29.9819,-71.3514,"https://maps.google.com/maps?ll=-29.9819,-71.3514&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El departamento está entre el mar y la ruta 5, por lo que tiene muy buen acceso para desplazarse a los distintos lugares turísticos, además hay un supermercado, farmacia y bencineras a 100 metros y canchas de padel al frente.","Departamento nuevo ubicado en playa La Herradura, con insuperable vista al mar, equipamiento de calidad, espacios amplios, luminosos y con finas terminaciones.  Piscina, quincho, sala multiuso. Se acaba de instalar wifi en todo el departamento.

El espacio
El edificio está ubicado en la misma playa, sales de el y ya estás en la arena.",['Vista a la bahía'],4.89,38,Ana María,10-2015,https://www.airbnb.cl/rooms/9917599?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000
5,Jardín del Mar – SPA & Enjoy,Condo entero,La Serena,5,4,2, Habitación,2,privado,363.6,-29.9453,-71.2906,"https://maps.google.com/maps?ll=-29.9453,-71.2906&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Aire fresco y marino, sector de mucha vida y entretención: Playa, restaurants, Pubs, deportes: Bicicleta, patines/roller, nautico, trote; Casino de juegos Enjoy.","Jardín del Mar - SPA & Enjoy

Edificio nuevo frente al Mar, a pasos del casino Enjoy Coquimbo.

2D+2B, 80 m2, suite cama King, ventanas termopanel, dos TV LED 4K (48"" + 32""), DirecTV,  Netflix. Cocina full electric, Wi-Fi, todo nivel superior para hasta 6 adultos.

Instalaciones de primer nivel, piscinas en exterior, y temperada (todo el año), Sauna, hidromasaje y GYM, control acceso 24/7, lavandería, estacionamiento, jardines, quincho asados. Dispone de cuna si se requiere.

Recibimos CLP y USD


Es el mejor sector de toda la Avenida del Mar. Vista al mar en primera fila. El único con SPA real y piscinas temperadas (de verdad) TODO el año.","['Acceso a la playa', 'Frente a la playa']",4.60,5,Fernando,05-2017,https://www.airbnb.cl/rooms/18807726?adults=1&children=0&infants=0&pets=0&check_in=2023-02-22&check_out=2023-02-27&previous_page_section_name=1000
6,Departamento Frente al mar.,Vivienda rentada entero,Coquimbo,7,5,3, Habitación,2,privado,70.0,-29.95932,-71.31106,"https://maps.google.com/maps?ll=-29.95932,-71.31106&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Lugar muy tranquilo y agradable de gran conectividad tanto para La Serena y Coquimbo.,"Departamento cercano a Casino de Juegos de Coquimbo frente al Mar A 5 min de la ciudad, Centros Comerciales y Gastronomicos.

El espacio
Comodo, amplio especial para un descanso y reponer energias todo el año.",['Vista a la bahía'],4.68,65,Eduardo,03-2018,https://www.airbnb.cl/rooms/23577284?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-09&previous_page_section_name=1000
7,CLUB OCÉANO 1102,Vivienda rentada entero,Coquimbo,5,8,2, Habitación,1,privado,90.0,-29.94501,-71.28985,"https://maps.google.com/maps?ll=-29.94501,-71.28985&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","EL DEPARTAMENTO ESTA UBICADO EN EL MEJOR SECTOR DE LA CIUDAD DE LA SERENA Y COQUIMBO
A PASOS DEL CASINO ENJOY
RESTAURANTES PUB DISCOTECA CENTRO DE ARTESANIAS Y ESPACIOS DE JUEGOS PARA DISFRUTAR EN FAMILIA
VARIEDADES DE CARROS FOOD TRUCK
AL FRENTE DE LA PLAYA APTARA PARA EL BAÑO
MINI MARKET","Hermoso departamento con vista al mar primera línea a pasos del casino Enjoy restaurantes pub discos y centros de artesanías el el mejor sector de la region como y acogedor departamento y full equipado

El espacio
DEPARTAMENTO EQUIPADO PARA QUE SU ESTADIA SEA AGRADABLE
COMODO AMBIENTE DE PLAYA 
FRENTE AL MAR CON UNA MARAVILLOSA VISTA
SEGURA CON UN CIERRE DE TERRAZA ESPECIALMENTE PARA NIÑOS Y ASI ESTAR TRANQUILO 
ACCEDE AL DEPARTAMENTO DIRECTAMENTE MEDIANTE LA CERRADURA INTELIGENTE
COCINA FULL EQUIPADA CUENTA CON LAVAVAJILLAS
ESTACIONAMIENTO AL LADO DEL EDIFICIO","['Acceso a la playa', 'Frente a la playa']",4.73,12,Soraya Solange,06-2016,https://www.airbnb.cl/rooms/15628467?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000
8,Despertar frente al mar.,Vivienda rentada entero,Coquimbo,5,4,2, Habitación,2,privado,68.0,-29.983,-71.3574,"https://maps.google.com/maps?ll=-29.983,-71.3574&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Sector tranquilo, a pocas cuadras de restoranes y supermercado, farmacia , cafes.
Barrio residencial socioeconómico alto.
Frente al mar (pie en la arena), salida directa al playa sin calles de por medio.
El sector posee un paseo peatonal costero y un Club de Yates para visitar.","Vista panorámica a la bahía hace que te sientas como en un barco.
Abres una puerta y ya estas caminando en la playa,  podrás disfrutar la amplia piscina y jardines , o pasar un momento en la terraza observando el mar...si te aventuras puedes salir a navegar en un Kayak disponible.
El Lugar posee todo lo que necesitas, esta totalmente alagado, con elementos de buena calidad y nuevos. Nos preocupamos de afinar detalles y limpieza, de modo que tu llegada este todo perfecto.


Cada día es una postal diferente, el sol y su atardeceres,  dormir con un suave sonido al mar, hacen una experiencia inolvidable. La decoración bajo un concepto de  mezcla rústica, moderna y antigua dan gran calidez al lugar. Se han incluido diferentes mejoras al departamento. 
El departamento cuenta con todo los elementos necesarios, el dpto esta full equipado lavadora de ropa y lavavajillas, internet, Netflix, toallas, sabanas etc
Increíble vista y directa al mar, departamento ubicado en piso 14 en los mejores pisos del edificio.
El condominio posee quincho, juegos para niños y un lindo parque. 
Nos esmeramos en entregar a usted un departamento en perfecta limpieza.
No necesitas usar llaves ya que el acceso es digital con código, lo que facilita tu llegada.",['Vista a la bahía'],4.97,35,Alejandro,04-2016,https://www.airbnb.cl/rooms/12252514?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000
9,Vacaciones Frente al Faro de La Serena,Vivienda rentada entero,La Serena,5,4,2, Habitación,2,privado,67.0,-29.90527,-71.2744,"https://maps.google.com/maps?ll=-29.90527,-71.2744&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Lo bueno del barrio es que está cerca del centro de la ciudad, supermercado y centros comerciales.
Si caminas por la Av. del Mar, verás una hermosa postal del Océano Pacífico y te encontrarás con kilómetros de playa para caminar y restaurantes para disfrutar de deliciosos platos.","Nuestro departamento se ubica en un 4to piso, lo que hace que la vista desde la terraza sea maravillosa. Puedes ver el Océano Pacífico y el Faro de La Serena. 
Esta cerca de centros comerciales, supermercado y centro de la ciudad.
La Av. del Mar cuenta con restaurantes y kilómetros de playa por donde puedes pasear.
La seguridad del Condominio es otro factor importante al momento de evaluar donde alojar.


Nuestro departamento está en el 4to piso, cuenta con ascensores y se ubica en un lugar privilegiado de La Serena, ya que está frente al Faro y tiene una vista hermosa.",['Vista a la bahía'],4.90,79,Angelica,03-2016,https://www.airbnb.cl/rooms/21566222?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000
