,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,hermoso y con una vista única,Suite de invitados entero,Coquimbo,6,4,3, Habitación,1,privado,45.0,-29.96965,-71.32644,"https://maps.google.com/maps?ll=-29.96965,-71.32644&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Relájate con toda la familia en este alojamiento donde la tranquilidad se respira.,['Cocina'],4.84,25,Alex,07-2020,https://www.airbnb.cl/rooms/51847229?adults=1&children=0&infants=0&pets=0&check_in=2023-02-23&check_out=2023-03-02&previous_page_section_name=1000
1,Depto dos piezas independiente con estacionamiento,Suite de invitados entero,La Serena,2,2,2, Habitación,1,privado,31.99,-29.8999,-71.26199,"https://maps.google.com/maps?ll=-29.8999,-71.26199&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Disfruta de la sencillez de este alojamiento tranquilo, y céntrico. Ubicado en la entrada del barrio Puertas de Mar en La Serena, donde encontraras a un par de cuadras supermercados, multitiendas, y un mall. A pasos de locomocion colectiva y a unos 15 minutos caminando del centro de La Serena y 15 minutos de la playa .  Depto nuevo consta de dos habitaciones y dos camas. Baño independiente y privado. Depto tiene entrada independiente y estacionamiento cerrado gratis. Seguro y conveniente !!!",['Wifi'],4.39,31,Fabian,06-2015,https://www.airbnb.cl/rooms/705001076423094455?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-28&previous_page_section_name=1000
2,Acogedora y Centrica Casa de Huespedes!,Casa de huéspedes entero,Coquimbo,4,3,3, Habitación,1,privado,0.0,-29.95865,-71.33637,"https://maps.google.com/maps?ll=-29.95865,-71.33637&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Barrio Baquedano es un sector comercial en pleno centro de Coquimbo, nuestro establecimiento está ubicado a un costado del Mall VIVO, por lo que hay un gran movimiento en horarios punta, pero su ubicación es privilegiada por estar a pasos de todo, incluyendo supermercados, cines y el ""Terminal de Buses"".

A solo minutos , podemos encontrar el Fuerte de Coquimbo, la Cruz del Tercer Milenio, Centro Cultural Mohammed VI (La Mezquita), Gastronomía Típica del Terminal Pesquero, acceso a la playa por la Avenida del Mar, entre otros.","Disfruta de una experiencia con estilo en un espacio céntrico, full equipado y cercano a las mayores atracciones que este pintoresco puerto tiene para conocer. El alojamiento se encuentra a pasos del Mall VIVO y el sector centro de Coquimbo, por lo que prácticamente tienes de todo a tu alcance, incluyendo el ""Terminal de Buses"".

El espacio
Para persona sola o parejas / máx 2 huéspedes. 
- 1 habitación con cama matrimonial

Para reservas de 3 a 4 huéspedes
- 2 habitaciones extra con cama individual

- ropa de cama
- veladores
- armarios
- colgadores de ropa
- toallas de baño
- baño amplio con ducha y agua caliente
- secador de pelo
- cocina equipada
- dispensador de agua purificada
- sala de estar / Smart TV & Streaming
- mesa / artículos de escritorio
- acceso gratuito a WiFi
- estacionamiento gratuito / 1 plaza",['Acceso la playa Público o compartido'],4.94,88,Caro,02-2017,https://www.airbnb.cl/rooms/52188174?adults=1&children=0&infants=0&pets=0&check_in=2023-03-04&check_out=2023-03-10&previous_page_section_name=1000
3,El ruco. Frente al mar en Caleta San Pedro.,Suite de invitados entero,La Serena,4,3,2, Habitación,"1,5",privado,38.7,-29.8805,-71.2728,"https://maps.google.com/maps?ll=-29.8805,-71.2728&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","caleta de pescadores, playa, cercana a restaurante gastronómico y pizzeria..","Cabaña frente al mar..dispone de estacionamiento y comodidad para cuatro personas.. Lugar tranquilo especial para descansar del ruido de la Ciudad y a 10 minutos del centro de la Serena.

El espacio
Tranquilidad y hermosa vista a la playa.",['Acceso a la playa'],4.75,53,Marcela,10-2019,https://www.airbnb.cl/rooms/41143669?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000
4,Cabaña en el Portal del Valle de Elqui,Casa de huéspedes entero,La Serena,4,3,2, Habitación,1,privado,29.7,-29.93048,-71.17061,"https://maps.google.com/maps?ll=-29.93048,-71.17061&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedora cabaña con preciosa vista para 4 personas ubicada en el sector de Quebrada de Monardez, a 1 km de la ruta 41. 2 dorm, 1 cama  de 2p. 2 camas de 1 p-. 2 futones (más de 4 pax se cobra huésped adicional)A  8 - 15 min del centro de La Serena, a 5 m del aeropuerto, y a medio camino hacia el Valle. Indispensable venir en vehículo. Avisar por favor si vienen con mascotas, maximo 2,  pero siempre se debe notificar. Hay wifi y smart TV. 
Tenemos un cactáreo con bellas suculentas a la venta!


Es muy buen lugar para desconectarse, te evitas buen parte del taco al Valle, sobre todo el q se forma cerca del Aeropuerto. Hay linda vista, puedes venir con tus mascotas pero debes indicar cuántas son. Ideal no mas de 2 x temas de espacio.",['Cocina'],4.86,14,María Graciela,09-2015,https://www.airbnb.cl/rooms/569523416681349029?adults=1&children=0&infants=0&pets=0&check_in=2023-02-22&check_out=2023-03-01&previous_page_section_name=1000
5,Casa 5 minutos de la Playa,Casa de huéspedes entero,Coquimbo,3,2,2, Habitación,1,privado,35.0,-29.96918,-71.30261,"https://maps.google.com/maps?ll=-29.96918,-71.30261&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La casa se encuentra en un condominio cerrado en el sector El Rosario de Peñuelas, un barrio muy tranquilo y seguro, con 2 supermercados a los que se puede llegar fácilmente a pie (un Lider y un Santa Isabel), 2 farmacias, 2 servicentros, strip center y Outlet.
Transporte público a 1 cuadra con locomoción hacia La Serena, Coquimbo y sector playa. También se puede llegar a la playa caminando en no más de 20 minutos, o en vehículo en 5 minutos.
El sector es conocido por ser tranquilo, silencioso y tener un ambiente familiar, las calles no son muy transitadas por vehículos y es un lindo barrio residencial para salir a recorrer caminando. No es problemático llegar tarde puesto que aún de noche no es para nada un sector peligroso.","Casa completa para 2 o 3 personas dentro condominio con cierre perimetral. 
Ideal para parejas que buscan un lugar seguro y acogedor. 
2 Habitaciones, 1 con cama matrimonial  y 1 con cama individual. Baño completo con tina y ducha, cocina americana con hervidor, frigobar, vajilla y utensilios básicos. Sala de estar con comedor, 2 sofás, TV y wi-fi. 
Vista al mar desde el 2 piso. Estacionamiento interior techado.
3 Huéspedes como máximo incluyendo niños mayores de 2 años


Recibimos con mucho cariño a nuestros huéspedes y hacemos nuestro mayor esfuerzo para que se sientan cómodos y agradados. Nos preocupamos especialmente de la higiene y limpieza de la casa entre un huésped y otro.
Durante la estadía nos mantenemos atentos para orientarlos en lo que respecta a lugares interesantes de visitar, medios de transporte, gastronomía o cualquier necesidad que se presente.
Nuestro objetivo es que tengan el mejor recuerdo de nuestro espacio.",['Acceso la playa Público o compartido'],4.76,37,Matias,12-2017,https://www.airbnb.cl/rooms/31338826?adults=1&children=0&infants=0&pets=0&check_in=2023-02-22&check_out=2023-02-27&previous_page_section_name=1000
6,"Una vista increíble , seguridad, y tranquilidad",Casa de huéspedes entero,Coquimbo,5,4,2, Habitación,1,privado,63.0,-29.9797,-71.37182,"https://maps.google.com/maps?ll=-29.9797,-71.37182&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Hermosas casas con una rendición semiárida y una vista increíble a la bahía de La Herradura,"La Herradura es una pequeña comunidad a unos 14 kilómetros de la Serena. La Herradura provee para el turista seguridad y tranquilidad. La playa es calmada y no sobre-poblada. La Casa tiene dos dormitorios y un jardín cercado, El cual da la posibilidad  de traer tu mascota. La vista es espectacular. tiene estacionamiento privado dentro de la propiedad lo que te da seguridad que tu vehículo esta seguro.


la casa es muy acogedora,  consta con un amplio dormitorio matrimonial. tiene una vista increíble a la bahía de La Herradura. 5 sillas de playa están en la terraza para que puedan disfrutar de una bella vista y al espectáculo de luces por la noche donde se puede divisar La Serena y Coquimbo.
Hay un patio donde los niños pueden jugar y las mascotas disfrutar.",['Vista al horizonte de la ciudad'],4.92,13,Gabriela,08-2019,https://www.airbnb.cl/rooms/47471719?adults=1&children=0&infants=0&pets=0&check_in=2023-02-22&check_out=2023-02-27&previous_page_section_name=1000
7,departamento interior,Suite de invitados entero,La Serena,5,4,3, Habitación,1,privado,35.0,-29.87176,-71.24037,"https://maps.google.com/maps?ll=-29.87176,-71.24037&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"departamento interior en segundo piso , ubicado en las compañías, a 10 minutos del centro de la serena y 15 de la avenida del mar , cuenta con 3 dormitorios, 1 cama de dos plazas y 3 camas de 1 plaza , 1 baño , tiene estacionamiento para 1 vehículo",['Cocina'],,,Cristián,09-2022,https://www.airbnb.cl/rooms/732710000308541343?adults=1&children=0&infants=0&pets=0&check_in=2023-02-17&check_out=2023-02-22&previous_page_section_name=1000
8,Casa con piscina frente Bahía la Herradura 👍🏼 vista,Casa de huéspedes entero,Coquimbo,10,8,4, Habitación,3,privado,150.0,-29.97578,-71.36833,"https://maps.google.com/maps?ll=-29.97578,-71.36833&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Barrio residencial muy seguro. Cerca de playa del club de Yates y Playa bahía la Herradura, cercano a varios minimarket y supermercado Santa Isabel, club de yates, y mirador la herradura.","Maravillosa casa con piscina (desde octubre) frente al mar, primer piso totalmente independiente, y con vista a la Herradura de Coquimbo. A distancia caminable de la playa (6 cuadras) y en barrio residencial muy seguro y tranquilo. 
Tres terrazas, dos techadas
Estacionamiento para dos vehículos, amplio jardín, y lavadero.
Piscina en patio superior con gran terraza descubierta y una vista incomparable a la bahía.


Alojamiento completamente equipado para 10 personas.",['Costa'],4.60,35,Viviana Sarella,08-2017,https://www.airbnb.cl/rooms/31208702?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-04&previous_page_section_name=1000
9,Casa para Huéspedes,Casa de huéspedes entero,Coquimbo,6,5,3, Habitación,2,privado,27.723,-29.98605,-71.35277,"https://maps.google.com/maps?ll=-29.98605,-71.35277&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Vecindario Residencial, Silencioso. Se puede acceder al mar caminado a unos 5 minutos. Se puede encontrar supermercado Santa Isabel, cerca. La playa mas cercana es llamada ""playa la herradura"", la que tiene numerosos restoranes muy bien evaluados, hay un pequeño bulevar donde se puede acceder a una pastelería con patio de comida y un mini Marquet. También pueden visitar un pequeño muelle con sus veleros y todo a unos pasos de la residencia.","Relájate con   la familia en este tranquilo y seguro barrio a pocos minutos del mar.

 Un espacio muy hogareño,  tranquilo y acogedor. 

 Yo, Patricia como anfitriona los ayudaré a que se sientan como en su hogar. 

Tendrás un espacio  exclusivo, con total privacidad.

Bienvenidos!",['Acceso a la playa'],,,Juan,03-2013,https://www.airbnb.cl/rooms/807185136401739069?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-04&previous_page_section_name=1000
