,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Casa con piscina en Cond Agua Dulce Huentelauquén,Alojamiento entero,Angostura,8,5,3, Habitación,2,privado,200.0,-31.5149,-71.5605,"https://maps.google.com/maps?ll=-31.5149,-71.5605&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa Nueva, recién construida en Condominio Agua Dulce. El condominio tiene acceso controlado, seguridad permanente y acceso directo a la playa, cuenta con 5 canchas de tenis , 3 canchas de futbolito, caleta de pescadores, juegos para niños y senderos para trekking sin costo extra. 

La casa tiene una hermosa vista a toda la bahía y una piscina de 8 x 4 mts, muy amplia para toda la familia.


La vista al mar es increible, todo el frente de la casa es vidreado, por ende la vista es completa y despejada al mar. El condominio cuenta con caminos con maicillo compactado, ideal para salir a correr, andar en bicicleta o caminar.",['Cocina'],5.0,3,Rodrigo,06-2016,https://www.airbnb.cl/rooms/804957401975945423?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-02&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
1,Cabaña Valle del Elqui,Alojamiento entero,La Serena,5,4,3, Habitación,2,privado,98.0,-30.0126,-71.0358,"https://maps.google.com/maps?ll=-30.0126,-71.0358&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",El lugar corresponde a parcelas de agrado de 1/2 hectárea. En la noche se puede observar el cielo muy estrellado característico del lugar. Las caminatas en los alrededores son tranquilas pudiendo observar la flora y cerros del lugar.,"Está ubicado en El Valle de Elqui a 25 Kilómetros de La Serena ciudad que cuenta  con playa, bares restaurante, casino, Mall. El aeropuerto se encuentra a 20 kilómetros de distancia. Desde este lugar se pueden visitar observatorios Mayu, Tololo y Mamalluca ( reservas con anticipación)
También se pueden visitar las viñas y pisqueras de la localidad.
Piscina con vista panorámica al Valle.


La cabaña cuenta con hermosa terraza con vista al Valle, 2 dormitorios con cama de 2 plazas. Uno en la planta baja totalmente independiente con entrada independiente y el otro en el piso superior donde además se encuentra la cocina.Cuenta además con 2 camas de 1 plaza ubicadas en el segundo piso . Baño en ambos pisos. Cabaña full equipada para que tu estadía sea confortable.",['Cocina'],5.0,34,Ana María,07-2017,https://www.airbnb.cl/rooms/20154848?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
2,CASA EL ENCANTO PISCO ELQUI,Alojamiento entero,Paihuano,6,6,3, Habitación,2,privado,186.667,-30.15589,-70.49629,"https://maps.google.com/maps?ll=-30.15589,-70.49629&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un barrio cercano al pueblo y alejado del bullicio, puedes subir cerros , caminar al Río observar la naturaleza","Es una casa  estilo moderno muy acogedora amoblada completamente, ubicada en el mejor sector de Pisco Elqui, con vista privilegiada, está cerca del Río Claro es un lugar tranquilo que invita al relajo y la desconexión.
A 4km de la plaza de Pisco Elqui, cercana de restaurantes , almacenes y lugares turísticos (cabalgatas,treking, masajes, yoga).
Es importante señalar que los espacios están diseñados para familias o grupo de amigos


Tiene varias Terrazas , parrilla, piscina , lugares de descanso, hamaca y hot  tub de madera con costo adicional de $ 23.000 por uso",['Vista al jardín'],4.96,54,Mónica,02-2019,https://www.airbnb.cl/rooms/32664151?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-05&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
3,Casa de Viento,Casa de campo entero,Diaguitas,8,6,2, Habitación,2,privado,60.0,-30.02323,-70.63417,"https://maps.google.com/maps?ll=-30.02323,-70.63417&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","A menos de una cuadra de la pintoresca plaza de Diaguitas, a pasos de la cervecera Guayacán, cercano a centros de observación astronómica turística y en la ruta de senderos de bicis y trekking.","Un entorno privilegiado a los pies del cerro Mamalluca que rodea una centenaria construcción que sus dueños han habilitado para el descanso y el  goce de quienes disfrutan la magia y tranquilidad del Valle de Elqui.

El espacio
Hermosos jardines, con comedores exteriores y amplia piscina, rodeados de una naturaleza sobrecogedora. Armonía y equilibrio entre campo y modernidad.",['Cocina'],4.93,95,Jimena,06-2019,https://www.airbnb.cl/rooms/35275672?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
4,Casa con Piscina privada Alma Del Elqui,Casa de campo entero,La Serena,8,6,3, Habitación,2,privado,132.0,-30.0203,-70.5248,"https://maps.google.com/maps?ll=-30.0203,-70.5248&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un barrio muy tranquilo con vecinos muy hospitalarios, el nombre del callejón es de aguirre, debido a la primera familia que llegó al sector en el siglo pasado, esta cercado con muros de piedras (pircas) de al menos 200 años algunos de estos del tiempo de los diaguitas. El pueblo de paihuano está a 1 kilometro aprox, donde encontraras negocios, restaurantes, posta de urgencias, bomberos, carabineros, etc. puedes ir en auto o caminando (30 minutos)","Casa Alma del Elqui, Está ubicado antes de llegar a Paihuano Pueblo, inserto en medio del Valle, en ambiente rústico con maderas nobles y muros de piedras natural del mismo valle de Elqui, las sentirás cargadas de pura energía positiva, para que te encuentres contigo mismo, es un paraíso inspirador, especial para compartir en familia, seres queridos y enseñarles a tus hijos sobre las constelaciones en las noches estrelladas.


Es una casa con piscina de uso exclusivo para los huéspedes, 
Es un espacio verde en contraste con el marrón de los cerros y el azul del cielo. una imagen perfecta para guardar en su memoria.",['Cocina'],4.73,86,Claudio Contreras,12-2015,https://www.airbnb.cl/rooms/21867642?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
5,La Joyita de Guanaqueros,Alojamiento entero,Guanaquero,4,3,3, Habitación,2,privado,65.0,-30.19589,-71.4325,"https://maps.google.com/maps?ll=-30.19589,-71.4325&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La Joyita se ubica a solo metros del centro operacional de Guanaqueros, por ejemplo al
Restaurante “El Pequeño” se puede llegar a pie en menos de 2 minutos, también puedes encontrar dos minimarket a 100m.

Es importante indicar que el estacionamiento es en la calle y al frente de la propiedad, el sector es muy tranquilo, se encuentra muy cerca de la delegación municipal de Coquimbo.","Único y acogedor lugar para disfrutar de tus vacaciones, inmejorable ubicación, cercano a restaurantes, todo tipo de comercio y a menos  de 3 minutos  caminando de la playa. 
La casa cuenta con tres niveles con espectaculares vistas a la bahía. El patio interior en doble altura es fresco y sombreado especial para pasar el verano. Los dormitorios se ubican en segundo y tercer piso.  
Totalmente equipada, vas a encontrar en cada rincón hermosos detalles que harán muy grata tu estadía


Al ingresar a la casa llegarás primero al patio interior, donde se encuentra el sector de parrilla y el ficus que da sombra al lugar. A un costado podrás entrar al living y cocina, el baño del primer piso tiene salida directo al pasillo exterior. Al fondo de la casa encontrarás un pequeño jardín donde podrás colgar tus toallas, además tenemos lavadora de uso gratuito para los huéspedes. La escalera para subir al segundo piso está en el exterior tal como lo muestran las fotos. Al llegar al segundo piso te encontrarás con el acceso a los dormitorios y con un gran balcón con vista a la playa. Al interior del segundo piso podrás encontrar el primer dormitorio, más un espacio tipo sala de estar con un rinconcito para tomar café y té, además del segundo baño y un walk in closet pequeño.
Desde la sala de estar se. Sube al tercer piso donde se ubica el otro dormitorio con una hermosa vista a la bahía.",['Vista a la bahía'],4.63,16,Claudia,08-2016,https://www.airbnb.cl/rooms/53129981?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-05&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
6,Casa Playa frente Puerto Velero,Alojamiento entero,Coquimbo,8,6,3, Habitación,3,privado,150.0,-30.24943,-71.45986,"https://maps.google.com/maps?ll=-30.24943,-71.45986&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermosa Casa de Playa nueva con linda piscina y Terraza emplazada en condominio privado cerca del mar, grandes vistas, especial para conectarse con tus seres queridos en un ambiente familiar, tranquilo y acogedor",['Vista al mar'],,,Juan Luis,04-2019,https://www.airbnb.cl/rooms/821984450971999152?adults=1&children=0&infants=0&pets=0&check_in=2023-02-24&check_out=2023-03-01&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
7,"Cabaña Mágica en Valle del Elqui, Alcohuaz",Cabaña entero,Paihuano,5,3,2, Habitación,2,privado,100.0,-30.029,-70.5164,"https://maps.google.com/maps?ll=-30.029,-70.5164&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","cerca de lugares para realizar caminatas, cabalgatas etc","Disfruta de esta hermosa  y equipada cabaña, en este magnético y relajador lugar, en medio de las montañas más energéticas del mundo junto a un cielo excepcional.
Nos encontramos en un sector donde puedes disfrutar de actividades al aire libre para niños y adultos. Como escaladas en Bulder (Arawi Lodge) , trekking a los diferentes senderos cercanos,  un hermoso tour a viña Alcohuaz, así  como también emocionantes cabalgatas en medio de las montañas.


cómoda cocina americana equipada, sala de estar con Chimenea Bosca, dos baños con tina, una habitación con 1 cama de 2 plazas , una habitación dos camas  1 1/2  plaza y un sillón cama en living. Parrilla en terraza techada, y una hermosa piscina frente a las montañas bajo un espectacular cielo.",['Vista a las montañas'],5.0,5,Margarita Soledad,04-2021,https://www.airbnb.cl/rooms/554588697359312470?adults=1&children=0&infants=0&pets=0&check_in=2023-02-18&check_out=2023-02-23&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
8,Increíble Casa Huentelauquen,Alojamiento entero,Canela,14,12,5, Habitación,4,privado,295.0,-31.5186,-71.5729,"https://maps.google.com/maps?ll=-31.5186,-71.5729&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Increíble casa en condominio agua dulce Huentelauquen. A pasos de la playa y plaza con canchas de tenis y fútbol. Condominio cuenta con agua y luz propia. Entre las actividades que puedes hacer se encuentra trekking, pesca y es ideal para andar en bicicleta en familia. Huentelauquen se encuentra a 30 minutos de los Vilos, además de localidades como Mincha, Puerto Oscuro, Canela que son paseos imperdibles para cuando estamos cansados de la playa. La casa tiene vista al mar para los atardeceres.",['Vista al valle'],,,Macarena,02-2016,https://www.airbnb.cl/rooms/797269518528856944?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-04&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
9,Casa primera linea 8 Quebradas vista sobrecogedora,Casa de campo entero,Los Vilos,8,6,3, Habitación,"2,5",privado,180.0,-31.96628,-71.4912,"https://maps.google.com/maps?ll=-31.96628,-71.4912&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Disfruta de un lugar único a solo 2,5 horas de Santiago. Casa moderna recién construida, en primera línea frente al mar. Bajada directa a playa de piedras (no apta para baño). Sobrecogedora vista.
Playas a 15-20 minutos en los alrededores, Pichidangui, Los Vilos,  Chigualoco.
Ideal para desconectarse unos días, paseos, caminatas frente a la costa, playas cercanas, 5 km del pueblo de Los Vilos donde podrá encontrar todo tipo de servicios, restoranes, caleta de pescadores, cafetería.


Tres dormitorios, dos en cama matrimonial, más una tercera pieza con 4 camas (camarote + cama con cama nido).

Terraza trasera y frontal, parrilla para asados.

Cafetera Nespresso.

Cocina full equipada.",['Acceso a la playa'],4.79,24,Felipe,12-2013,https://www.airbnb.cl/rooms/53782493?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=f80189f3-7ab1-44b8-a965-606a840f420d
