,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Bungalow/cabaña en la Herradura, Coquimbo.",Cabaña entero,Coquimbo,Región de Coquimbo,4,3,2, Habitación,1,privado,35.0,-29.99769,-71.39269,"https://maps.google.com/maps?ll=-29.99769,-71.39269&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedora cabaña con gran vista al mar, inserta áreas silvestres protegidas. Espacios iluminados y terraza, que permitirán hacer de tu descanso una experiencia íntima bajo uno de los cielos más limpios del mundo. Se encuentra en condominio ecológico privado, sector rural ""El Panul"" localidad de la Herradura (NO ES ZONA DE BALNEARIO), a minutos de playas y ciudades, pero separado  de la ruta 5 norte  por 4 km de camino de tierra (NECESARIO AUTOMÓVIL para ingresar o salir de la comunidad).


La tranquilidad del lugar, lejos de turistas, pero a la vez a pocos minutos en automóvil de las principales playas y centros comerciales. La vista, y el entrono silvestre que se puede recorrer a pie hasta llegar al mar (no apto para baño) durante el día, y el silencio del que se puede disfrutar bajo las estrellas durante la noche.",['Cocina'],4.72,69,Denisse Daniela,03-2017,https://www.airbnb.cl/rooms/18139777?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-19&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
1,"Elqui Valley Blue, Hot Tub, Cama Cuarzo, Conexión.",Cabaña entero,Vicuña,Coquimbo,4,3,2, Habitación,1,privado,51.84,-30.02421,-70.62389,"https://maps.google.com/maps?ll=-30.02421,-70.62389&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en este tranquilo lugar para quedarse.
Conecta con la magia del Valle del Elqui, su naturaleza, él sonido del viento, junto a un Hot Tub y dos camas de cuarzo, para una maravillosa terapia. 
Con todas las comodidades de un hogar,  agua potable, caliente, cómodas camas, cocina, refrigerador, horno, Smart TV, en medio de un bello paisaje y desconexión de la gran Ciudad. 
""Fácil de llegar por la Ruta D-41 hasta el KM 71, desde La Serena, aprox. 75 minutos en Auto""


Es una cabaña muy cómoda con tres camas , dos habitaciones , con todas las comodidades de la ciudad pero en medio de la Naturaleza , el silencio es absoluto, lo único que escuchas son los pájaros y el viento. 
Parte de la experiencia es el HOT TUB y las Camas de Cuarzo",['Vista al patio'],,,Maritza,01-2021,https://www.airbnb.cl/rooms/830605571242426748?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
2,Casa de campo en Diaguitas,Casa de campo entero,Diaguitas,Coquimbo,8,4,4, Habitación,1,privado,150.0,-30.02537,-70.63792,"https://maps.google.com/maps?ll=-30.02537,-70.63792&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El pueblo de Diaguitas esta localizado a 7 Km de Vicuña donde pondrás encontrar artesanía de la zona y la Cervecería Guayacán.

El espacio
La casa rodeada de árboles frutales, lugar tranquilo en dónde se podrá apreciar las estrellas por la noche. Cuenta con áreas comunes amplias al igual que la cocina, que está completamente equipada.
Para capear el calor se cuenta con una amplia piscina, con reposeras.",['Vista al jardín'],5.0,16,Gabriel,08-2022,https://www.airbnb.cl/rooms/687543448268664985?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
3,Cabaña Valle del Elqui,Alojamiento entero,La Serena,Región de Coquimbo,5,4,3, Habitación,2,privado,98.0,-30.0126,-71.0358,"https://maps.google.com/maps?ll=-30.0126,-71.0358&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Está ubicado en El Valle de Elqui a 25 Kilómetros de La Serena ciudad que cuenta  con playa, bares restaurante, casino, Mall. El aeropuerto se encuentra a 20 kilómetros de distancia. Desde este lugar se pueden visitar observatorios Mayu, Tololo y Mamalluca ( reservas con anticipación)
También se pueden visitar las viñas y pisqueras de la localidad.
Piscina con vista panorámica al Valle.


La cabaña cuenta con hermosa terraza con vista al Valle, 2 dormitorios con cama de 2 plazas. Uno en la planta baja totalmente independiente con entrada independiente y el otro en el piso superior donde además se encuentra la cocina.Cuenta además con 2 camas de 1 plaza ubicadas en el segundo piso . Baño en ambos pisos. Cabaña full equipada para que tu estadía sea confortable.",['Cocina'],5.0,34,Ana María,07-2017,https://www.airbnb.cl/rooms/20154848?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
4,Casa con Piscina privada Alma Del Elqui,Casa de campo entero,La Serena,Región de Coquimbo,8,6,3, Habitación,2,privado,128.571,-30.0203,-70.5248,"https://maps.google.com/maps?ll=-30.0203,-70.5248&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa Alma del Elqui, Está ubicado antes de llegar a Paihuano Pueblo, inserto en medio del Valle, en ambiente rústico con maderas nobles y muros de piedras natural del mismo valle de Elqui, las sentirás cargadas de pura energía positiva, para que te encuentres contigo mismo, es un paraíso inspirador, especial para compartir en familia, seres queridos y enseñarles a tus hijos sobre las constelaciones en las noches estrelladas.


Es una casa con piscina de uso exclusivo para los huéspedes, 
Es un espacio verde en contraste con el marrón de los cerros y el azul del cielo. una imagen perfecta para guardar en su memoria.",['Cocina'],4.73,86,Claudio Contreras,12-2015,https://www.airbnb.cl/rooms/21867642?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
5,"CASA VICUÑA, VALLE DEL ELQUI . PISCINA Y QUINCHO",Bungalow entero,Vicuña,Región de Coquimbo,9,7,4, Habitación,3,privado,100.0,-29.98247,-70.98673,"https://maps.google.com/maps?ll=-29.98247,-70.98673&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Hermosa casa en parcela de agrado, con piscina, tinaja y quincho. Decoración moderna, 4 Dormitorios, 3 baños, habilitada para 9 personas. Cuenta con cocina, refrigerador, tina con hidromasaje, agua caliente, tv cable, mesa ping pong, sendero inclusivo.
Km 30, Ruta 41, Vicuña ( frente a cervecería Cactus), Valle del Elqui.

Valor incluye uso de tinaja agua caliente  para 1 vez durante la estadía. Día uso adicional  tiene un costo diario de $70.000, costo adicional de   invitados $10.000 diarios


Casa que cuenta con todas las comodidades del hogar, rodeada de naturaleza y diversos atractivos turísticos. Especial para el descanso y compartir en familia.",['Vista al valle'],4.70,11,Cristian,12-2018,https://www.airbnb.cl/rooms/31074328?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
6,Casa valle La serena/valle del elqui,Alojamiento entero,La Serena,Coquimbo,6,4,3, Habitación,2,privado,95.0,-29.93906,-71.1474,"https://maps.google.com/maps?ll=-29.93906,-71.1474&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casavalle, es una casa aislada para una sola familia, ubicada en La serena camino al valle del elqui, a 15 minutos en auto de la avenida del mar, 5 del aeropuerto y 40 de Vicuña.
Dentro de un condominio, con portón eléctrico, y en un lugar privilegiado, a la mano de la ciudad pero con la desconexión y el relajo Del Valle del elqui.

Un ambiente de descanso, conexión con la naturaleza, ideal para familias.
Disfruta  de las instalaciones de casavalle, piscina natural, Hot tub, parrilla y fogón.


A mano de la ciudad pero con la desconexión y relajo Del Valle del Elqui, tendrás relajo, descanso y diversión en un lugar diseñado y pensando solo para tu familia. 
Cada

Casa aislada, con decoración limpia y moderna, cocina completamente equipada,
Ropa de cama y toallas de baño incluidos.
Wifi, Tv satelital, áreas de descanso 
A orillas del Río Elqui",['Vista al patio'],4.88,41,Diana,12-2020,https://www.airbnb.cl/rooms/47421114?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
7,La Joyita de Guanaqueros,Alojamiento entero,Guanaquero,Coquimbo,4,3,3, Habitación,2,privado,60.0,-30.19589,-71.4325,"https://maps.google.com/maps?ll=-30.19589,-71.4325&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Único y acogedor lugar para disfrutar de tus vacaciones, inmejorable ubicación, cercano a restaurantes, todo tipo de comercio y a menos  de 3 minutos  caminando de la playa. 
La casa cuenta con tres niveles con espectaculares vistas a la bahía. El patio interior en doble altura es fresco y sombreado especial para pasar el verano. Los dormitorios se ubican en segundo y tercer piso.  
Totalmente equipada, vas a encontrar en cada rincón hermosos detalles que harán muy grata tu estadía


Al ingresar a la casa llegarás primero al patio interior, donde se encuentra el sector de parrilla y el ficus que da sombra al lugar. A un costado podrás entrar al living y cocina, el baño del primer piso tiene salida directo al pasillo exterior. Al fondo de la casa encontrarás un pequeño jardín donde podrás colgar tus toallas, además tenemos lavadora de uso gratuito para los huéspedes. La escalera para subir al segundo piso está en el exterior tal como lo muestran las fotos. Al llegar al segundo piso te encontrarás con el acceso a los dormitorios y con un gran balcón con vista a la playa. Al interior del segundo piso podrás encontrar el primer dormitorio, más un espacio tipo sala de estar con un rinconcito para tomar café y té, además del segundo baño y un walk in closet pequeño.
Desde la sala de estar se. Sube al tercer piso donde se ubica el otro dormitorio con una hermosa vista a la bahía.",['Acceso la playa Público o compartido'],4.63,16,Claudia,08-2016,https://www.airbnb.cl/rooms/53129981?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
8,Casa Condominio en Tongoy,Alojamiento entero,Tongoy,Coquimbo,6,5,3, Habitación,2,privado,70.0,-30.2574,-71.4751,"https://maps.google.com/maps?ll=-30.2574,-71.4751&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa en Condominio Prados del Mar . Localidad de Tongoy.
Casa amplia con tres habitaciones y dos baños.",['Acceso a la playa'],5.0,4,Paulina,06-2015,https://www.airbnb.cl/rooms/795537401833974868?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-09&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
9,Tranquila cabaña cercana a playa grande Tongoy,Cabaña entero,Tongoy,Coquimbo,5,4,2, Habitación,1,privado,80.0,-30.27957,-71.48896,"https://maps.google.com/maps?ll=-30.27957,-71.48896&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Te esperamos en ""La Galerna"" un espacio pensado para quienes disfrutan de la desconexión, la tranquilidad y las noches estrelladas, a solo minutos de las exquisitas playas y el centro de Tongoy.

Nuestra vista hacia los humedales te permite contemplar y ser parte de la naturaleza de la zona. 

Son 4 cabañas equipadas con todo lo necesario para una agradable estadia para 5 personas con estacionamiento privado, seguridad de un condominio de parcelas y acceso directo a Playa Grande.",['Acceso la playa Público o compartido'],5.0,12,Concepcion,06-2019,https://www.airbnb.cl/rooms/688420756410187676?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=87d6d03a-7a15-467a-aef2-6c21637be13e
