,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Acogedora cabaña con terraza,Cabaña entero,Pisco Elqui,4,3,2, Habitación,1,privado,40.0,-30.13453,-70.4961,"https://maps.google.com/maps?ll=-30.13453,-70.4961&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La Ladera es un sector rural, y la cabaña se encuentra ubicada en un terreno donde se cultiva y cosecha frutas variadas. El lugar es tranquilo, no hay contaminación lumínica, y en las noches sin luna, se puede apreciar un hermoso cielo estrellado.
Los pueblos cercanos son pequeños y practicamente, todos los vecinos nos saludamos al pasar.
Geográficamente es un lugar con altas montañas, donde el sol está presente la mayor parte del año. No obstante, en los buenos inviernos, es posible disfrutar de nevadas eventuales.
La cercanía entre los pueblos, permite que se pueda visitar variados atractivos turísticos, conociendo de este modo, las distintas facetas de este apacible lugar.","Cabaña a 1 km de la localidad de Pisco Elqui. Ubicada en zona de ladera destacada por su tranquilidad, permite disfrutar de una vista panorámica del valle; a un costado de camping con piscina y de una pisquera. Por las noches se puede apreciar el cielo estrellado. 
Cuenta con equipamiento para 4 personas: loza, hervidor, frigobar, cocina a gas, smart TV, ducha teléfono, secador de pelo, 1 cama matrimonial y 1 litera, terraza con vista al valle y estacionamiento libre en la calle.


Cabaña acondicionada para 4 pasajeros. Cuenta con terraza,  balcón,  parrilla y tina de madera para baño con agua  caliente.
Ubicada a un costado de la ruta principal.  Cerca del lugar hay un camping con piscina,  y una pisquera artesanal. También se encuentra cerca del pueblo de Pisco Elqui, lugar que cuenta con variados servicios para asegurar entretención y alimentación.",['Vista a las montañas'],4.87,38,Veronica,01-2022,https://www.airbnb.cl/rooms/545899140381164396?adults=1&children=0&infants=0&pets=0&check_in=2023-02-28&check_out=2023-03-06&previous_page_section_name=1000
1,"Cabaña vicuña valle del Elqui, Lunita del cerro",Cabaña entero,Vicuña,6,5,2, Habitación,1,privado,60.0,-30.04956,-70.71994,"https://maps.google.com/maps?ll=-30.04956,-70.71994&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un camino rural, de la antigua hacienda “la compañia” con pirkas, arboles nativos y variedad de aves. Ubicacion en cerro privilegiada para la observacion astronomica,libre de contaminacion luminica.","Lugar rodeado de naturaleza, con linda  vista a la cuidad de vicuña y al cerro Mamalluca, ideal para el descanso.

El espacio
Cabaña totalmente equipada. Cuenta con terraza, hamacas , parrilla y piscina compartida",['Cocina'],4.48,118,Miri,01-2019,https://www.airbnb.cl/rooms/31572028?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-08&previous_page_section_name=1000
2,Playa y desconexión en un santuario natural,Cabaña entero,Tongoy,6,7,3, Habitación,2,privado,63.0,-30.30053,-71.52138,"https://maps.google.com/maps?ll=-30.30053,-71.52138&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",La casa está situada en un condominio con conserjeria 24/7. El condominio se llama Mirador del Humedal y la entrada principal está proveniendo de la costa.,"Paraiso en el norte de Chile entre playa y humedales naturales

Hermosa casa del reconocido arquitecto chileno Mathias Klotz situada a 8Kms de la caleta de la caleta de Tongoy y a 2kms de puerto aldea, está dentro de un santuario natural, rodeado por 2 humedales naturales y A 500 metros de la playa . Si te encuentras con un día despejado podrás observar los cielos más limpios del planeta para ver las estrellas. 
Rica gastronomía de mar, en una zona segura sobre todo de ambiente familiar.


Las piezas son confortables y pueden habitar la casa 8 personas cómodamente. Hay plumones y almohadas pero se debe llevar ropa de cama personal (sabanas y toallas).",['Vista al patio'],4.88,32,Alvaro,05-2011,https://www.airbnb.cl/rooms/16555619?adults=1&children=0&infants=0&pets=0&check_in=2023-03-27&check_out=2023-04-02&previous_page_section_name=1000
3,"CASA VICUÑA, VALLE DEL ELQUI . PISCINA Y QUINCHO",Bungalow entero,Vicuña,9,7,4, Habitación,3,privado,150.0,-29.98247,-70.98673,"https://maps.google.com/maps?ll=-29.98247,-70.98673&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Ubicada frente cervecería Cactus, en la mitad del camino entre La Serena y Vicuña, Valle del Elqui. Es un sector turístico especial para los amantes de la astronomía, deportes acuáticos (cerca embalse Puclaro), comida típica y hermosos e históricos pueblos de alrededor.","Hermosa casa en parcela de agrado, con piscina, tinaja y quincho. Decoración moderna, 4 Dormitorios, 3 baños, habilitada para 9 personas. Cuenta con cocina, refrigerador, tina con hidromasaje, agua caliente, tv cable, mesa ping pong, sendero inclusivo.
Km 30, Ruta 41, Vicuña ( frente a cervecería Cactus), Valle del Elqui.

Valor incluye uso de tinaja agua caliente  para 1 vez durante la estadía. Día uso adicional  tiene un costo diario de $70.000, costo adicional de   invitados $10.000 diarios


Casa que cuenta con todas las comodidades del hogar, rodeada de naturaleza y diversos atractivos turísticos. Especial para el descanso y compartir en familia.",['Vista al valle'],4.70,11,Cristian,12-2018,https://www.airbnb.cl/rooms/31074328?adults=1&children=0&infants=0&pets=0&check_in=2023-02-23&check_out=2023-03-01&previous_page_section_name=1000
4,Casa con Piscina privada Alma Del Elqui,Casa de campo entero,La Serena,8,6,3, Habitación,2,privado,132.0,-30.0203,-70.5248,"https://maps.google.com/maps?ll=-30.0203,-70.5248&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un barrio muy tranquilo con vecinos muy hospitalarios, el nombre del callejón es de aguirre, debido a la primera familia que llegó al sector en el siglo pasado, esta cercado con muros de piedras (pircas) de al menos 200 años algunos de estos del tiempo de los diaguitas. El pueblo de paihuano está a 1 kilometro aprox, donde encontraras negocios, restaurantes, posta de urgencias, bomberos, carabineros, etc. puedes ir en auto o caminando (30 minutos)","Casa Alma del Elqui, Está ubicado antes de llegar a Paihuano Pueblo, inserto en medio del Valle, en ambiente rústico con maderas nobles y muros de piedras natural del mismo valle de Elqui, las sentirás cargadas de pura energía positiva, para que te encuentres contigo mismo, es un paraíso inspirador, especial para compartir en familia, seres queridos y enseñarles a tus hijos sobre las constelaciones en las noches estrelladas.


Es una casa con piscina de uso exclusivo para los huéspedes, 
Es un espacio verde en contraste con el marrón de los cerros y el azul del cielo. una imagen perfecta para guardar en su memoria.",['Cocina'],4.73,86,Claudio Contreras,12-2015,https://www.airbnb.cl/rooms/21867642?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-08&previous_page_section_name=1000
5,Los Almendros,Cabaña entero,Punta de Choros,6,4,2, Habitación,1,privado,43.2,-29.29495,-71.35698,"https://maps.google.com/maps?ll=-29.29495,-71.35698&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Punta de choros un lugar tranquilo y familiar,donde podrás disfrutar de la playa y su reserva nacional donde podrás ver delfines y pingüinos","Cabaña adaptada para personas con movilidad reducida.
Amobladas con cocina completa, dos dormitorios uno matrimonial y otro secundario con 3 camas individuales de plaza y media, baño equipado por completo, incluye sabanas.
Estamos ubicados en una lugar tranquilo y privado , estamos ubicados cerca de playa ancha ( unos 20 min caminando ) y a unos 10 min en auto de caleta de punta de choros

El espacio
Alojamiento privado, libre de ruido y cabañas totalmente independientes",['Cocina'],3.89,18,Berta,01-2020,https://www.airbnb.cl/rooms/41269552?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000
6,"Embalse puclaro, valle del elqui",Cabaña entero,Vicuña,5,4,3, Habitación,2,privado,85.276,-30.0033,-70.8409,"https://maps.google.com/maps?ll=-30.0033,-70.8409&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","se ubica a unos 400 metros de la carretera (ruta 41) al costado de Villa Puclaro. Con una subida de unos 50 mts. Un poco complicada, pero lo demás es con adocretos.","Un lugar tranquilo para relajarse, amplio terreno, piscina, parrilla. A 10 minutos de vicuña y a 35 minutos de la serena, preciosa vista y días de sol desde temprano.",['Vista al jardín'],,,Macarena,09-2022,https://www.airbnb.cl/rooms/763852230237366836?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-24&previous_page_section_name=1000
7,"Cabañas en Valle de Elqui, Parcela 6",Cabaña entero,La Serena,4,3,2, Habitación,1,privado,50.0,-29.98214,-70.98808,"https://maps.google.com/maps?ll=-29.98214,-70.98808&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Un lugar muy tranquilo.,"Tranquilidad, naturaleza y astronomía. Son 2 cabañas situadas en el Km 30 de la ruta 41. Cada cabaña esta equipada con cocina, living comedor, habitación matrimonial, habitación doble, TV satelital, quincho, piscina, zonas verdes y de observación astronómica (Petfriendly). Parcela 6 alojamiento, son dos cabañas situadas en el Valle del Elqui, que incluyen dos habitaciones, sala de estar, TV vía satélite y una cocina totalmente equipada. Los huéspedes también pueden relajarse en el jardín, en la piscina y en la barbacoa


La referencia de las cabañas, es la cervecería Cactus, que esta en frente. La cabaña esta cerca de la carretera, por lo cual tiene un fácil acceso.
Un lugar muy tranquilo, con bella vista al Valle y a las noches estrelladas.
Son dos cabañas, consultar disponibilidad de manera interna.",['Vista al río'],4.98,42,Morin,07-2014,https://www.airbnb.cl/rooms/22955485?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000
8,"Casa en Valle de Elqui, cerca del Río y Pisqueras",Casa de campo entero,La Serena,5,5,3, Habitación,1,privado,68.0,-30.07028,-70.49333,"https://maps.google.com/maps?ll=-30.07028,-70.49333&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Sector rural y tranquilo, ambiente familiar.
Puedes ir al río que está muy cerca y disfrutar de la naturaleza o bien en los pueblos cercanos puedes encontrar miradores, Pisquera, iglesias, observatorios, artesanías, restaurant, almacenes, Botilleria, y más","Casa ubicada en Quebrada de Pinto (entre Paihuano y Monte Grande). IV Región.
Está habilitada para un máximo de 7 personas.
2 cuartos con cama de 2 plaz
Y un 3er cuarto con una litera de 1 plaza + una  cama de 1 plaza
✅ Ambiente familiar
🏊‍♀️ Piscina privada
🚘 Estacionamiento
🪑 Cuenta con sillón, comedor, refrigerador y cocina
🚿 Ducha con agua caliente
☀️Sol casi todo el año
🍖 Quincho
♨️ Estufa (de Julio a Agosto)
💧Rio cerca
🤷🏻‍♂️ Tope máximo 7 personas
🔉 Musica moderada
❌ No se permiten fiestas


Casa acogedora en un entorno tranquilo, sin televisión, con señal de teléfono e internet.
Dos habitaciones con cama de dos plaza, una tercera habitación con un camarote y una cama de una plaza, las camas cuentan con sábanas, frazadas, cobertor y almohadas.
El baño cuenta con ducha de agua caliente, jabón y toalla de mano, además de toallas de cuerpo
Cocina equipada para 7 personas con hervidor, refrigerador, platos, vasos, tazas y servicio. Además cuenta con una máquina de agua purificada (caliente/fría).",['Vista al valle'],4.79,43,Juan,12-2018,https://www.airbnb.cl/rooms/32949532?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000
9,Los almendros 2,Cabaña entero,Punta de Choros,5,5,2, Habitación,1,privado,50.0,-29.2966,-71.35638,"https://maps.google.com/maps?ll=-29.2966,-71.35638&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cábaña adaptada para personas con movilidad reducida 
Amobladas con cocina completa, dos dormitorios uno matrimonial y otro secundario con 3 camas de plaza , baño equipado por completo incluye ropa de cama. 
Estamos ubicados en un lugar tranquilo y privado.
La Playa más cercana está a unos 20 minutos caminando y 15 minutos en auto de caleta de punta de choros",['Cocina'],4.52,21,Berta,01-2020,https://www.airbnb.cl/rooms/42229575?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000
