,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"cabaña ,grandiosa vista al mar,fogón,tranquilidad.",Cabaña entero,La Serena,4,2,2, Habitación,1,privado,30.0,-29.72279,-71.32457,"https://maps.google.com/maps?ll=-29.72279,-71.32457&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","En el lugar existen negocios,servicio de almuerzo s y tetería con delivery ,está en un sector privado,fácil acceso al mar ,mucha tranquilidad,se pueden ver ballenas y delfines,la flora en primavera cuando llueve es hermosa , acá la llamamos desierto florido.","La cabaña esta ubicada en el borde costero ,el Arrayan costero a 20 min al norte de La Serena,con energía solar ,lugar mágico donde puedes ver ballenas y delfines,muy tranquilo,excelente vista  y acceso directo al mar,muy seguro ,el sector cuenta con negocio,ideal para desconectarse,descansar,disfrutar el borde costero,desde la cabaña puedes llegar en poco tiempo a los centros turísticos mas importantes de la cuarta región, como el valle del Elqui,Punta de Choros .,Chañaral de aceituno.


La cabaña es un lugar maravilloso  para descansar y desconectarse ,hermosos atardeceres,bella vista al mar,fogata para compartir momentos inolvidables.",['Acceso la playa Privado'],4.79,42,Jessica,11-2018,https://www.airbnb.cl/rooms/34479498?adults=1&children=0&infants=0&pets=0&check_in=2023-03-11&check_out=2023-03-16&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
1,"Casa Luz. EN LA PLAYA. Las Mostazas, Guanaqueros",Alojamiento entero,Coquimbo,8,7,3, Habitación,"3,5",privado,275.0,-30.18138,-71.39205,"https://maps.google.com/maps?ll=-30.18138,-71.39205&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El condominio esta a 10 minutos en auto del pueblo de Guanaqueros, 20 de Tongoy donde hay almacenes, ferias 2 días a la semana donde comprar frutas verduras y varias cosas más, además de caletas para abastecerse de mariscos y pescado.","Una casa preciosa,  hecha con mucho amor, en la playa misma, patitas en la arena. A 50 pasos del mar. Un lugar tranquilo, maravilloso, de conexión con la naturaleza. Dan ganas de quedarse para siempre :)

Ecológica, bien aislada, full eléctrica, con paneles solares y reutilización de aguas para el jardín. 

Esta dentro del condominio Las Mostazas. En una playa increíble. A 10 mins en auto de Guanaqueros, 20 de Tongoy y 45 de la serena. Llegan las compras del Jumbo a la puerta de la casa.


La casa tiene 3 piezas ricas, cada una con su baño. Más un baño de servicio o de playa y parrilla. Tiene un espacio común grande con una barra y un comedor grande también. Una rica y amplia terraza con parrilla, fogón, estar reposeras y comedor exteriores. 

Hay en la parte de abajo del jardín una zona de fogata, también con parrilla y mesón para hacer un asado mas acampado. 

Dejamos siempre 2 stand up paddle y salvavidas de distintos tamaños para salir a remar por el mar. Una experiencia preciosa.

Hay también para el fin del día, y con la
idea de cuidar el agua, una ducha playera, justo antes de la subida a la casa, para bañarse rápido y sacarse la sal y arena antes de subir.",['Vista al océano'],5.0,15,Camila,05-2014,https://www.airbnb.cl/rooms/53001224?adults=1&children=0&infants=0&pets=0&check_in=2023-03-08&check_out=2023-03-14&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
2,Cabañas 4 personas Los Molles (1er piso),Alojamiento entero,Los Molles,4,3,2, Habitación,1,privado,58.0,-32.23844,-71.51404,"https://maps.google.com/maps?ll=-32.23844,-71.51404&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El vecindario es tranquilo, ideal para descansar en vacaciones en un lugar seguro.","Cabaña para 4 personas (en el primer piso) ubicada a pasos de la Playa, en sector tranquilo y seguro. 

Accesos privados,  2 dormitorios, baños de primer nivel, cocina equipada y calefacción. 
Es el lugar perfecto para descansar y disfrutar en familia. Cercano a restaurantes, parque nacional, locales comerciales y turismo 

La ciudad al ser caleta de pescadores, tiene una oferta gastronómica espectacular. Sus restaurantes son de primer nivel en sabor y atención.


Nuestras cabañas están pensadas para el descanso en familia de las vacaciones. Se proporcionan todas las comodidades para pasar un tiempo de calidad junto a sus seres queridos en un ambiente seguro, familiar y rodeado de naturaleza.

La cabaña no cuenta con sabanas ni toallas.",['Costa'],4.78,58,Nicolas,08-2016,https://www.airbnb.cl/rooms/21500904?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
3,Huentelauquen. Condominio Agua Dulce,Alojamiento entero,Chile,10,8,5, Habitación,3,privado,195.0,-31.58382,-71.53547,"https://maps.google.com/maps?ll=-31.58382,-71.53547&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Es una zona tranquila. Ideal para descansar y hacer vida familiar,"Casa en Agua Dulce. El condominio tiene acceso directo a la playa, 2 canchas de futbol, 5 de tenis, juegos infantiles, 1 caleta, senderos caminatas.
La casa tiene vista al mar, se puede ir caminando a la playa y hay un sector de fogón muy cómodo.
Para 10 personas (máximo 4 adultos) 
1er Piso:
- Living, comedor y cocina
- Pieza matrimonial
- Pieza con dos camas de 1 plaza
- Pieza pequeña con 1 camarote 
- 2 baños
2do Piso:
- Pieza matrimonial
- Pieza con dos camas 
- 1 baño pequeño


La vista al mar es preciosa y desde toda la casa. El condominio es muy lindo y equipado. Ideal para paseos caminando, en bicicleta, la playa es excelente y la fauna es much",['Vista al patio'],4.73,50,Francisca,05-2015,https://www.airbnb.cl/rooms/23730857?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
4,Refugio totoralillo,Cabaña entero,Coquimbo,4,3,2, Habitación,1,privado,45.0,-30.04439,-71.37747,"https://maps.google.com/maps?ll=-30.04439,-71.37747&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Lugar rural tranquilo , funciona con fosa .","El espacio
Es una cabaña

Acceso de los huéspedes
Fácil acceso kilometro 450.5 , a 10 minutos de supermercados y el centro de coquimbo a 5 minutos en auto a la playa totoralillo caminando 30 minutos, locomoción a una cuadra de la cabaña, la cual esta emplazada en un terreno de 1000 mts cuadrados totalmente cerrado, al costado una casa independiente y otra cábaña .",['Vista al océano'],4.82,24,Elizabeth,01-2018,https://www.airbnb.cl/rooms/31073555?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
5,Espectacular casa con una vista inolvidable,Alojamiento entero,Los Vilos,9,10,3, Habitación,"2,5",privado,170.0,-31.97075,-71.49128,"https://maps.google.com/maps?ll=-31.97075,-71.49128&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La casa se encuentra a minutos del pueblo de los vilos donde pueden encontrar todos los servicios como cajeros automáticos, supermercados, farmacia y una feria libre fascinante los fines de semana.","La casa tiene una vista espectacular, con bajada a la playa donde se encuentra una piscina de agua de mar.

El espacio
La casa tiene tv con directv, wifi, y en el
Patio trasero tiene una zona de juego para los niños y un columpio con la mejor vista al
Mar de la zona.",['Acceso a la playa'],4.88,25,Maria Jose,08-2016,https://www.airbnb.cl/rooms/48262071?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
6,"Estupenda cabaña, maravillosa vista acceso playa",Cabaña entero,Punta de Choros,6,5,2, Habitación,1,privado,180.0,-29.24761,-71.46107,"https://maps.google.com/maps?ll=-29.24761,-71.46107&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa full equipada, impecable, borde del mar, dentro de la reserva de humboldt;Crea recuerdos inolvidables en este alojamiento único y familiar.","['Acceso a la playa', 'Frente a la playa']",5.0,15,Isabel,09-2017,https://www.airbnb.cl/rooms/550454874724487125?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
7,Cabaña rustica moderna frente al mar.,Cabaña entero,La Ligua,7,6,3, Habitación,1,privado,76.0,-32.28273,-71.47133,"https://maps.google.com/maps?ll=-32.28273,-71.47133&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Maravillosa cabaña rustica frente al mar. Ideal para familias que buscan tranquilidad. En un espacio totalmente seguro, ideal para descansar.

Otros aspectos a destacar
Por protocolos covid la cabaña no cuenta con toallas, como medida preventiva te recomendamos traer las tuyas. Además tiene un suministro 1.000 litros de agua, en caso de necesitar la recarga extra, tiene un valor de $10.000.
La tinaja ( hot tub) es un servicio adicional, no está incluida dentro del valor de la cabaña.",['Vista al mar'],4.81,63,Jazmin,07-2021,https://www.airbnb.cl/rooms/51299856?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
8,Cabaña de Playa Huentelauquén,Cabaña entero,Huentaleuquen,4,3,2, Habitación,1,privado,90.0,-31.53795,-71.56845,"https://maps.google.com/maps?ll=-31.53795,-71.56845&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cabaña de dos dormitorios con gran quincho a pasos de la playa, ideal para desconectarse, estar en familia y la naturaleza, la Cabaña se encuentra a un costado de otra propiedad pero con total independencia y accesos independientes entre ambas, estacionamiento privado y juegos para niños, el espacio común es la parte delantera del terreno y el camino que lleva a la playa


La casa es de 70 mts 2 en total considerando un quincho espectacular frente al mar, dispone de energía solar por lo que no se pueden usar artefactos eléctricos de alto consumo (secador de pelo, hervidores, etc),  se recomienda solo carga de celulares y similares","['Acceso a la playa', 'Frente a la playa']",4.79,56,Rodrigo,07-2016,https://www.airbnb.cl/rooms/37178270?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
9,Casa en la playa (entre Pichidangui y los Vilos),Alojamiento entero,Los Vilos,5,4,2, Habitación,2,privado,155.0,-32.00883,-71.51633,"https://maps.google.com/maps?ll=-32.00883,-71.51633&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,"['Acceso a la playa', 'Frente a la playa']",4.72,32,Francisco,11-2016,https://www.airbnb.cl/rooms/47373666?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=23415c6f-3d33-4326-838c-8bcf405f07bd
