,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Casa con piscina en Cond Agua Dulce Huentelauquén,Alojamiento entero,Angostura,8,5,3, Habitación,2,privado,180.0,-31.5149,-71.5605,"https://maps.google.com/maps?ll=-31.5149,-71.5605&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa Nueva, recién construida en Condominio Agua Dulce. El condominio tiene acceso controlado, seguridad permanente y acceso directo a la playa, cuenta con 5 canchas de tenis , 3 canchas de futbolito, caleta de pescadores, juegos para niños y senderos para trekking sin costo extra. 

La casa tiene una hermosa vista a toda la bahía y una piscina de 8 x 4 mts, muy amplia para toda la familia.


La vista al mar es increible, todo el frente de la casa es vidreado, por ende la vista es completa y despejada al mar. El condominio cuenta con caminos con maicillo compactado, ideal para salir a correr, andar en bicicleta o caminar.",['Cocina'],5.0,5,Rodrigo,06-2016,https://www.airbnb.cl/rooms/804957401975945423?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
1,Casa con Piscina privada Alma Del Elqui,Casa de campo entero,La Serena,8,6,3, Habitación,2,privado,132.0,-30.0203,-70.5248,"https://maps.google.com/maps?ll=-30.0203,-70.5248&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un barrio muy tranquilo con vecinos muy hospitalarios, el nombre del callejón es de aguirre, debido a la primera familia que llegó al sector en el siglo pasado, esta cercado con muros de piedras (pircas) de al menos 200 años algunos de estos del tiempo de los diaguitas. El pueblo de paihuano está a 1 kilometro aprox, donde encontraras negocios, restaurantes, posta de urgencias, bomberos, carabineros, etc. puedes ir en auto o caminando (30 minutos)","Casa Alma del Elqui, Está ubicado antes de llegar a Paihuano Pueblo, inserto en medio del Valle, en ambiente rústico con maderas nobles y muros de piedras natural del mismo valle de Elqui, las sentirás cargadas de pura energía positiva, para que te encuentres contigo mismo, es un paraíso inspirador, especial para compartir en familia, seres queridos y enseñarles a tus hijos sobre las constelaciones en las noches estrelladas.


Es una casa con piscina de uso exclusivo para los huéspedes, 
Es un espacio verde en contraste con el marrón de los cerros y el azul del cielo. una imagen perfecta para guardar en su memoria.",['Cocina'],4.73,86,Claudio Contreras,12-2015,https://www.airbnb.cl/rooms/21867642?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
2,CASA EL ENCANTO PISCO ELQUI,Alojamiento entero,Paihuano,6,6,3, Habitación,2,privado,162.0,-30.15589,-70.49629,"https://maps.google.com/maps?ll=-30.15589,-70.49629&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un barrio cercano al pueblo y alejado del bullicio, puedes subir cerros , caminar al Río observar la naturaleza","Es una casa  estilo moderno muy acogedora amoblada completamente, ubicada en el mejor sector de Pisco Elqui, con vista privilegiada, está cerca del Río Claro es un lugar tranquilo que invita al relajo y la desconexión.
A 4km de la plaza de Pisco Elqui, cercana de restaurantes , almacenes y lugares turísticos (cabalgatas,treking, masajes, yoga).
Es importante señalar que los espacios están diseñados para familias o grupo de amigos


Tiene varias Terrazas , parrilla, piscina , lugares de descanso, hamaca y hot  tub de madera con costo adicional de $ 23.000 por uso",['Vista al jardín'],4.96,54,Mónica,02-2019,https://www.airbnb.cl/rooms/32664151?adults=1&children=0&infants=0&pets=0&check_in=2023-03-20&check_out=2023-03-25&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
3,Cabañas Las Dunas,Cabaña entero,La Higuera,7,5,3, Habitación,2,privado,120.0,-29.20744,-71.47964,"https://maps.google.com/maps?ll=-29.20744,-71.47964&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cabañas ubicadas en las dunas de Playa La Ventana de Punta de Choros, actualmente con tarifa especial (no poseen energía eléctrica), por el momento focos solares (permite iluminación y carga de celulares). Lugar muy tranquilo y playa muy hermosa, cabañas totalmente equipadas para 7 personas. Vista inmejorable y los atardeceres mas hermosas que podrán contemplar:
- habitación 1: cama 2 plazas
- habitación 2: camarote 1 plaza y cama de 1,5 plazas
- habitación 3: cama 2 plazas",['Vista al mar'],,,Marisol,01-2012,https://www.airbnb.cl/rooms/810942811534254333?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
4,Casa valle La serena/valle del elqui,Alojamiento entero,La Serena,6,4,3, Habitación,2,privado,95.0,-29.93906,-71.1474,"https://maps.google.com/maps?ll=-29.93906,-71.1474&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Casavalle, está a 15 minutos en auto de la costa, avenida del mar, a 40 de vicuña y 1 hora y 30 minutos de pisco elqui.
En la puerta del condominio pasa locomoción hacia ambos destinos.
Estamos cerca de papayas Yañez, pueblo Algarrobito, en donde hay pequeños negocios.
A 5 minutos en auto hay supermercados, farmacias, verdulerías y estaciones de servicio, así como también el aeropuerto La florida.","Casavalle, es una casa aislada para una sola familia, ubicada en La serena camino al valle del elqui, a 15 minutos en auto de la avenida del mar, 5 del aeropuerto y 40 de Vicuña.
Dentro de un condominio, con portón eléctrico, y en un lugar privilegiado, a la mano de la ciudad pero con la desconexión y el relajo Del Valle del elqui.

Un ambiente de descanso, conexión con la naturaleza, ideal para familias.
Disfruta  de las instalaciones de casavalle, piscina natural, Hot tub, parrilla y fogón.


A mano de la ciudad pero con la desconexión y relajo Del Valle del Elqui, tendrás relajo, descanso y diversión en un lugar diseñado y pensando solo para tu familia. 
Cada

Casa aislada, con decoración limpia y moderna, cocina completamente equipada,
Ropa de cama y toallas de baño incluidos.
Wifi, Tv satelital, áreas de descanso 
A orillas del Río Elqui",['Vista al patio'],4.88,41,Diana,12-2020,https://www.airbnb.cl/rooms/47421114?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
5,Casa primera linea en playa Huentelauquen Norte,Alojamiento entero,Huentelauquén,6,4,3, Habitación,2,privado,230.0,-31.5562,-71.5707,"https://maps.google.com/maps?ll=-31.5562,-71.5707&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El lugar se caracteriza por su tranquilidad en un entorno muy especial, con clima y flora semi desértica, playas solitarias y cercano a puntos de interés como un magnífico humedal y dunas.","A solo 2 horas y media al norte de la ciudad Santiago, se ubica esta luminosa casa de arquitectura contemporánea ubicada en primera línea con espectaculares vistas al Océano Pacifico. Bajando por una pequeña escalera de hormigón se accede a una hermosa Cala. Además, a pocos minutos caminando hacia el norte y sur, se ubican otras preciosas playas.


Casa arquitectura contemporánea. Del diseño destacan, un patio interior protegido con fogón y parrilla a carbón, una extensa terraza hacia el poniente y sobre todo, las espectaculares vistas desde todos los recintos hacia mar. Los espacios comunes son amplios y luminosos, con cocina integrada y chimenea. Tiene tres habitaciones y dos baños, la principal en suite, otra con dos camas individuales y la tercera con una cama matrimonial. Todo funciona con energía solar.",['Vista a la bahía'],5.0,17,Cristian,08-2017,https://www.airbnb.cl/rooms/572983195216586374?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-19&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
6,Increíble casa condominio Agua Dulce Huentelauquén,Alojamiento entero,Huentelauquén,10,11,4, Habitación,3,privado,230.0,-31.5647,-71.5459,"https://maps.google.com/maps?ll=-31.5647,-71.5459&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"A sólo 2 hrs y 45 min al norte de Santiago, se encuentra esta cómoda y linda casa de playa, con vista al mar, ubicada en el condominio Agua Dulce, Huentelauquén. El condominio cuenta con control de acceso 24 hrs, acceso directo a la playa de Agua Dulce, con múltiples estacionamientos, 2 canchas de futbolito, 5 canchas de tenis, una caleta, juegos infantiles y espectaculares senderos para caminatas y paseos en bicicleta. Excelente lugar para practicar deportes, disfrutar en familia y con amigos.",['Cocina'],5.0,6,Felipe,05-2014,https://www.airbnb.cl/rooms/725244043880987816?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
7,Huentelauquen. Condominio Agua Dulce,Alojamiento entero,Chile,10,8,5, Habitación,3,privado,195.0,-31.58382,-71.53547,"https://maps.google.com/maps?ll=-31.58382,-71.53547&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Es una zona tranquila. Ideal para descansar y hacer vida familiar,"Casa en Agua Dulce. El condominio tiene acceso directo a la playa, 2 canchas de futbol, 5 de tenis, juegos infantiles, 1 caleta, senderos caminatas.
La casa tiene vista al mar, se puede ir caminando a la playa y hay un sector de fogón muy cómodo.
Para 10 personas (máximo 4 adultos) 
1er Piso:
- Living, comedor y cocina
- Pieza matrimonial
- Pieza con dos camas de 1 plaza
- Pieza pequeña con 1 camarote 
- 2 baños
2do Piso:
- Pieza matrimonial
- Pieza con dos camas 
- 1 baño pequeño


La vista al mar es preciosa y desde toda la casa. El condominio es muy lindo y equipado. Ideal para paseos caminando, en bicicleta, la playa es excelente y la fauna es much",['Vista al patio'],4.73,50,Francisca,05-2015,https://www.airbnb.cl/rooms/23730857?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
8,Casa grande y acogedora,Alojamiento entero,Coquimbo,9,7,5, Habitación,3,privado,90.605,-30.2804,-71.5018,"https://maps.google.com/maps?ll=-30.2804,-71.5018&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Desconecta de tus preocupaciones en este espacio tan amplio y sereno. Con linda vista a Tongoy y al paisaje del norte, con un cielo impactante y un silencio maravilloso. La playa esta muy cerca y el clima siempre acompaña.

Otros aspectos a destacar
Tenemos opción de arriendo de jacuzzi por días.",['Vista al océano'],5.0,4,Karina,02-2019,https://www.airbnb.cl/rooms/676974841375185230?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
9,Casa Familia Vista 360° Piscina Condom. Ensenada,Cabaña entero,Los Vilos,8,4,4, Habitación,3,privado,150.0,-32.00303,-71.51988,"https://maps.google.com/maps?ll=-32.00303,-71.51988&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Loteo Ensenada a 14 Km. de Pichidangui Región de Coquimbo,"Relájate con toda la familia en este tranquilo lugar para quedarse. 
Condom. Ensenada
Casa  140 M2.  hermosas vistas panorámicas en 360°.
Se desarrolla en 4 niveles; Nivel Dormit. principal, Nivel casa, Nivel deck piscina, Nivel de Acceso vehicular.  Rodeada de  amplias terrazas con barandas vidriadas.
Habilitada para 8 personas , Cocina integrada, espacios  de gran altura. Piscina incorporada a medio nivel de terraza principal. Acceso a playita interior del condominio a 650 mts. desde la casa .


Casa construida sobre roca, rodeada de terrazas con vista al mar, piscina en deck de madera, medio nivel bajo nivel de la casa.  Estar - Comedor y Cocina integrados en un solo espacio con vista al mar al igual que todos los dormitorios. Ventanas termo panel de PVC. excelente  aislación.",['Acceso a la playa'],,,Victor Hugo,01-2023,https://www.airbnb.cl/rooms/808713835019164326?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=255e7e28-cd1e-4f77-9d27-bcb3d5aa188f
