,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Lugar el Pimiento, Horcón 4 personas",Casa particular,Horcón,4,3,2, Habitación,1,privado,64.0,-30.19839,-70.48713,"https://maps.google.com/maps?ll=-30.19839,-70.48713&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Lugares hermosos para visitar, acceso libre al río, restaurantes, hermosa feria de artesanos, viñedos, destilerías, tour astronómico, cabalgatas, entre otros.","Casa el Pimiento es un espacio totalmente privado, full equipada, TV, living\comedor, cocina, amplio estacionamiento, piscina para refrescarse, parrilla para hacer asado, hermosa vista, ideal para descansar.",['Cocina'],,,Angela,10-2016,https://www.airbnb.cl/rooms/820467990530323637?adults=1&children=0&infants=0&pets=0&check_in=2023-02-20&check_out=2023-02-25&previous_page_section_name=1000
1,Mini depa 1baño privado Estacionamiento privado,Casa particular,Coquimbo,3,3,2, Habitación,1,privado,11.0,-29.9939,-71.3374,"https://maps.google.com/maps?ll=-29.9939,-71.3374&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Villa tranquila en sindempart,"Relájate , lugar tranquilo a 5 minutos de la playa la herradura cerca de supermercado y farmacia , espacio con patio y comedor al aire libre , servicio de lavandería llaves independientes y estacionamiento, para 2,3 o 4 personas converzable",['Wifi'],5.0,3,María Lorena,10-2022,https://www.airbnb.cl/rooms/783408984532552046?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-02&previous_page_section_name=1000
2,"Alojamiento con desayuno incluido, por persona #",Habitación privada en bed and breakfast,Vicuña,7,6,3, Habitación,1compartido,compartido,20.0,-30.03739,-70.70914,"https://maps.google.com/maps?ll=-30.03739,-70.70914&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa amplia, cómoda, con una grata chimenea. Camas confortables. Barrio central a 3 min del centro, terminal de buses y fácil acceso en vehículo. Huerta con arboles frutales y rincones agradables para el disfrute. Atencion de calidad (desayuno y servicio) realizado por sus propios dueños",['Cocina'],4.80,25,Kathy,01-2022,https://www.airbnb.cl/rooms/54166219?adults=1&children=0&infants=0&pets=0&check_in=2023-02-23&check_out=2023-02-28&previous_page_section_name=1000
3,Departamento La Serena frente a la playa y Enjoy,Apartamento con servicios incluidos entero,Coquimbo,6,5,3, Habitación,2,privado,100.0,-29.94517,-71.29044,"https://maps.google.com/maps?ll=-29.94517,-71.29044&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Frente al mar,  primera línea de la playa,  al lado del casino Enjoy. Vista directa al mar.
Edificio con todas las comodidades,  piscinas, gimnasio, lavandería, portería 24 horas, estacionamiento cubierto. A pocos pasos de los mejores restaurantes, minimarkets, ciclovía y a 20 minutos del aeropuerto de Coquimbo.
Departamento completamente equipado,  con 3 habitaciones,  para 6 personas. Cuenta con tv por cable, internet, cocina equipada, jacuzzi en alcoba principal, ropa de cama y toallas.


El departamento tiene 100m2, cuenta con 3 habitaciones, la alcoba principal es de gran tamaño, con jacuzzi. La segunda y tercera habitación cada una tiene dos camas plaza y media.  La terraza tiene vista directa al mar, con mesa y silla de comedor.","['Acceso a la playa', 'Frente a la playa']",4.73,45,Nohelia,09-2018,https://www.airbnb.cl/rooms/53121256?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-18&previous_page_section_name=1000
4,"✨Family Relax! Frente a Playa Herradura, 2D,1B⛱️✨",Apartamento con servicios incluidos entero,La Herradura,4,3,2, Habitación,1,privado,49.857,-29.9816,-71.3494,"https://maps.google.com/maps?ll=-29.9816,-71.3494&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Lugar frente a Playa Herradura, con vista a la ciudad. Cercano a restaurantes, balneario la herradura, supermercado, farmacia, bencinera,cajeros y locomoción. Muy cercano a todos los lugares para conocer de la ciudad de Coquimbo, fácil de llegar ya que esta al costado ruta 5.","✨Depto ✨totalmente  equipado para 4 personas (incluidos niños), frente a Playa la Herradura🏖️🌊( pasarela de 3 minutos caminado muy segura para llegar a Playa). Piso 4, con todo lo necesario para que tú y tú familia disfruten de sus vacaciones, cercano a supermercado, restaurantes.
*Balneario Guanaqueros 15 minutos
*Balneario Totoralillo 10 minutos.

Condominio consta de piscina, quincho, juego para niños, conserjería 24/7 , seguridad. Estacionamiento por Depto, privado.
🚫NO WIFI
🚫NO MASCOTAS


Dpto Hermoso totalmente equipado, para 4 personas, para una agradable estadía, estacionamiento privado y numerado incluido en subterráneo.✨.",['Acceso la playa Público o compartido'],5.0,6,Nevenka,03-2018,https://www.airbnb.cl/rooms/37782379?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-09&previous_page_section_name=1000
5,"Casa mediterránea, piscina y vista a la cordillera",Casa particular,Diaguitas,6,8,6, Habitación,2,privado,138.624,-30.01957,-70.83293,"https://maps.google.com/maps?ll=-30.01957,-70.83293&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ven a vivir la tranquilidad insuperable Del Valle del Elqui. Terraza con vista a la cordillera, full open sky, de 200 m2 con piscina. 
Incluye sector de fogata. 
Emplazada en Puclaro, km 48, Valle del Elqui. 
Hermosa vista a las montañas. Cielos muy despejados. Terraza decorada con guirnalda aérea de ampolletas. Piscina.

Casa en montaña, venir en 4x4.

Máximo 10 pers. con pago adicional.

Se paga aseo.

Zona de desconexión:
No T.v
No wifi
(Aunque llega señal de todas las compañias celulares).


Acceso en 4x4",['Vista a las montañas'],,,Juanita,02-2022,https://www.airbnb.cl/rooms/640354966680192637?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000
6,Guanaqueros Campo y Mar,Habitación privada en bed and breakfast,Guanaqueros,6,5,2, Habitación,2,privado,80.125,-30.2092,-71.3974,"https://maps.google.com/maps?ll=-30.2092,-71.3974&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Sector rural,"Lleva a toda la familia a este fantástico lugar con muchas zonas para divertirse.

El espacio
Habitaciones con baño privado y espacios en común",['Cocina'],,,Nelson,01-2023,https://www.airbnb.cl/rooms/817902799910818985?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-02&previous_page_section_name=1000
7,"Cómodas piezas independientes con baño, 4 personas",Habitación privada en casa particular,Pichidangui,4,3,2, Habitación,1privado,privado,40.0,-32.13764,-71.52869,"https://maps.google.com/maps?ll=-32.13764,-71.52869&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Son 2 habitaciones con baño ubicadas en el 1° piso de la casa, con entrada independiente y estacionamiento.
En 1 habitación hay una cama matrimonial y en la otra, 2 camas un poco más angostas que las de 1 plaza (idealmente para niños o adultos  no muy grandes).
El lugar está pensado para personas que sólo necesiten dormir, es decir, no hay cocina ni living-comedor.
Si alojas acá, estarás a sólo 8 minutos caminando de la playa y 15 minutos de la feria artesanal, paseo peatonal y restaurantes.


El lugar tiene un mueble habilitado con hervidor, servicio, tazas, platos y vasos para 4 personas, ideal para tomar desayuno o un té o café para la tarde despues de la playa. 
Además hay pisos para sentarse y una mesa plegable.
No hay televisor.
Por estar aún en pandemia, usted debe traer sus sábanas y toallas.
No se permite fumar dentro de la casa y tampoco venir con mascotas.
Las habitaciones se encuentran en el primer piso de la casa, yo vivo en el segundo, por lo que está permitido hacer ruido entre las 9:00am y 23:30pm.
Por favor cuide el lugar para que otros puedan usarlo igual que usted y a su salida, deje las habitaciones y baño limpios y ordenados, así como las encontró.
¡Que disfrute su estadía!","['Acceso a playa Público o compartido', 'Frente a la playa']",4.67,3,María Josefina,04-2019,https://www.airbnb.cl/rooms/556062585775699723?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-25&previous_page_section_name=1000
8,"Refugio La Isla Pisco Elqui (Tierra), Chile",Habitación en hotel boutique,Pisco Elqui,6,5,2, Habitación,1privado,privado,175.0,-30.131,-70.5226,"https://maps.google.com/maps?ll=-30.131,-70.5226&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",El Refugio es un lugar aislado del bullicio y con vecinos distantes a 3 km,"Refugio La Isla es una casona Del Valle de Elqui en Chile, que está enclavada en la Cordillera de Los Andes, cuya arquitectura y construcción data de principios del siglo XX y refleja fielmente el diseño típico e inconfundible utilizados en los valles de Norte Chico.
Estamos inmersos en un micro clima favorecido por las montañas que nos rodean  lo que nos permite tener la mejor vista diurna y nocturna de la zona 100% ecológico: agua de vertiente y energía sola


Habitaciones amplias y decoración hadoc al lugar",['Vista al valle'],,,Ignacio,07-2022,https://www.airbnb.cl/rooms/725423664574363620?adults=1&children=0&infants=0&pets=0&check_in=2023-02-20&check_out=2023-02-26&previous_page_section_name=1000
9,"Puerto Velero, 2 dorm, 2 baños, para 5 personas",Apartamento con servicios incluidos entero,Puerto Velero,5,5,2, Habitación,2,privado,210.0,-30.24444,-71.47837,"https://maps.google.com/maps?ll=-30.24444,-71.47837&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Exquisito departamento en el corazón de puerto velero. Equipado con todo para una increíble estadía junto a la familia.,"Departamento full equipado para una increíble estadía. Muy bello y tranquilo Resort. Preciosa vista al mar.

Acceso a mas de 7 piscinas de agua dulce y 3 piscinas de mar. Senderos para caminata por la orilla de la playa, trekking o bicicleta. Hermosos jardines. Spa y gimnasio a 2 minutos, Canchas de tenis, Golf, Futbol, Quinchos para hacer asado. Cajero Automático del banco BCI, Restaurantes en la orilla de la playa, actividades semanalmente, dunas, etc.

Contactarme vía Celular o Whatsapp


Hermosa vista a la plata a 2 minutos del spa y gimnasio, son los nuevos departamentos que se construyeron en el corazón de puerto velero Incluye 2 estacionamientos. Palos de Gold incluidos, juegos de estrategia.",['Costa'],4.53,15,Lucas,12-2019,https://www.airbnb.cl/rooms/41060930?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000
