,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Departamento La Serena frente a la playa y Enjoy,Apartamento con servicios incluidos entero,Coquimbo,Chile,6,5,3, Habitación,2,privado,100.0,-29.94517,-71.29044,"https://maps.google.com/maps?ll=-29.94517,-71.29044&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Frente al mar,  primera línea de la playa,  al lado del casino Enjoy. Vista directa al mar.
Edificio con todas las comodidades,  piscinas, gimnasio, lavandería, portería 24 horas, estacionamiento cubierto. A pocos pasos de los mejores restaurantes, minimarkets, ciclovía y a 20 minutos del aeropuerto de Coquimbo.
Departamento completamente equipado,  con 3 habitaciones,  para 6 personas. Cuenta con tv por cable, internet, cocina equipada, jacuzzi en alcoba principal, ropa de cama y toallas.


El departamento tiene 100m2, cuenta con 3 habitaciones, la alcoba principal es de gran tamaño, con jacuzzi. La segunda y tercera habitación cada una tiene dos camas plaza y media.  La terraza tiene vista directa al mar, con mesa y silla de comedor.","['Acceso a la playa', 'Frente a la playa']",4.74,46,Nohelia,09-2018,https://www.airbnb.cl/rooms/53121256?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
1,"Casa mediterránea, piscina y vista a la cordillera",Casa particular,Diaguitas,Coquimbo,6,8,6, Habitación,2,privado,138.624,-30.01957,-70.83293,"https://maps.google.com/maps?ll=-30.01957,-70.83293&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ven a vivir la tranquilidad insuperable Del Valle del Elqui. Terraza con vista a la cordillera, full open sky, de 200 m2 con piscina. 
Incluye sector de fogata. 
Emplazada en Puclaro, km 48, Valle del Elqui. 
Hermosa vista a las montañas. Cielos muy despejados. Terraza decorada con guirnalda aérea de ampolletas. Piscina.

Casa en montaña, venir en 4x4.

Máximo 10 pers. con pago adicional.

Se paga aseo.

Zona de desconexión:
No T.v
No wifi
(Aunque llega señal de todas las compañias celulares).


Acceso en 4x4",['Vista a las montañas'],,,Juanita,02-2022,https://www.airbnb.cl/rooms/640354966680192637?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
2,Big SOTO HAUS,Casa particular,Coquimbo,Chile,12,9,3, Habitación,2,privado,184.401,-29.97582,-71.32435,"https://maps.google.com/maps?ll=-29.97582,-71.32435&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa grande en primera línea con vista al mar en Totoralillo. El lugar perfecto para familias o grupos grandes que quieran descansar y relajarse a pocos minutos de la playa. Equipada con todo lo que puedas necesitar para una escapada ideal. Cocina grande con mesón amplio, espacios grandes y tres habitaciones con camas king. Quincho, arenero y piscina. Ideal para quedarse disfrutando de la vista y la casa o salir a hacer caminatas.


Esta es nuestra casa familiar que está equipada para alojar hasta a 12 personas. Tiene una gran cocina abierta con mesón central que cuenta con todo lo necesario para preparar y disfrutar ricas comidas. Tendrás disponible para usar toallas y ropa de cama.
En el patio hay un arenero, quincho, piscina y duchas exteriores para quitarse la arena después de volver de la playa.",['Acceso la playa Público o compartido'],4.80,10,Carmen Luz,06-2016,https://www.airbnb.cl/rooms/51423601?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
3,Acogedor bed and breakfast con piscina,Habitación privada en bed and breakfast,Vicuña,Coquimbo,7,6,3, Habitación,2,privado,18.5,-30.0322,-70.7094,"https://maps.google.com/maps?ll=-30.0322,-70.7094&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Disfruta del fácil acceso a tiendas y restaurantes populares desde este encantador espacio para quedarte.,['Cocina'],5.0,6,Héctor,03-2018,https://www.airbnb.cl/rooms/720055197591525393?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
4,"Casa familiar, nueva, amplia y aislada.",Casa particular,Coquimbo,Chile,9,9,3, Habitación,2,privado,80.0,-29.97434,-71.29141,"https://maps.google.com/maps?ll=-29.97434,-71.29141&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate junto a la familia y amigos en este alojamiento seguro donde la tranquilidad se respira. Cercano a playa, supermercados, farmacias, restaurantes, otros. Cuenta con amplias habitaciones equipadas con muebles nuevos, cocina full equipada y artículos de limpieza, lavadora, 3 estacionamientos , terraza, TV y WiFi, juegos de mesa y lectura para niños y adultos. Contacto siempre con el anfitrion, limpieza y desinfección a full. Te sentiras como si estuvieras en tu hogar.


Lugar residencial super tranquilo cerca de la playa, supermercados, farmacias, gimnasios gasolineras, colegios, outlet, otros.",['Vista a la bahía'],5.0,3,Juan,07-2019,https://www.airbnb.cl/rooms/564733079219163035?adults=1&children=0&infants=0&pets=0&check_in=2023-03-08&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
5,Departamento en la Avenida del Mar,Apartamento con servicios incluidos entero,La Serena,Coquimbo,5,4,3, Habitación,2,privado,75.0,-29.91729,-71.27634,"https://maps.google.com/maps?ll=-29.91729,-71.27634&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Excelente departamento para 5 personas ubicado en la Avenida del Mar, a pasos de Avenida Cuatro Esquina y del Faro. El edificio cuenta con piscina privada, quincho y un estacionamiento privado. En sus alrededores hay varios restaurantes en que es posible ir caminando.",['Acceso a la playa'],4.85,13,Diego,02-2018,https://www.airbnb.cl/rooms/46288932?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
6,Maravilloso departamento en la playa Los Molles,Casa particular,Los Molles,Valparaíso,5,4,3, Habitación,2,privado,75.0,-32.23637,-71.51211,"https://maps.google.com/maps?ll=-32.23637,-71.51211&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Descanso y desconexión a un paso de la playa y del comercio local, restaurantes, un par de minutos de autopista 5 norte,  a media hora promedio de otros lugares turísticos como Parque Puquen, Pichidangui, Las dunas de longotoma, Papudo, La Ligua y su dulzura.

El espacio
Departamento amoblado, tiene 3 dormitorios y 2 baños, living-comedor, con estacionamiento, capacidad 5-6 personas. Ubicado a 1 cuadra de la playa, vista despejada al humedal y al fondo la playa. Tiene 1 cama de 2 plazas, 1 camarote (1 plaza) y 1 cama (1 plaza), todos con cubre colchón impermeable y hay cobertores. Agua caliente de termo y tiene cable.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.67,21,Fresia,06-2018,https://www.airbnb.cl/rooms/33161943?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
7,Increíbles vacaciones en la serena con Laguna,Apartamento con servicios incluidos entero,La Serena,Región de Coquimbo,6,5,3, Habitación,2,privado,120.0,-29.8999,-71.2727,"https://maps.google.com/maps?ll=-29.8999,-71.2727&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Este lugar es realmente especial con todo cerca a distancia caminable en primera línea frente al mar, atardeceres en el balcón maravilloso",['Vista a la bahía'],4.87,23,Paola,11-2021,https://www.airbnb.cl/rooms/30093457?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
8,"Departamento, Hermosas vistas al océano. La Serena",Apartamento con servicios incluidos entero,La Serena,Coquimbo,6,4,3, Habitación,2,privado,145.0,-29.92054,-71.27603,"https://maps.google.com/maps?ll=-29.92054,-71.27603&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en primera línea de playa con hermosas vistas panorámicas al océano. 3 habitaciones, todas con vistas al mar + 2 baños completos + 2 espaciosas terrazas abiertas. Cocina full equipada, abierta e integrada al living- comedor +1 sofa cama Futón. El condominio cuenta con sector de BBQ grill al aire libre + 3 piscinas + lavandería + 1 estacionamiento privado techado y estacionamiento para visitas. Estamos en Av. del mar. Cercano a puntos turísticos regional.


Amplio departamento de 110mts incluye 2 espaciosas terrazas abiertas panorámicas con vistas al océano. 3 habitaciones full equipadas en total son 4 camas + 1 Futón en el Iiving comedor de 1plaza y 1/2.",['Vista a las montañas'],5.0,3,Maria Jose,09-2017,https://www.airbnb.cl/rooms/739706516651047475?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
9,Residencial Casa Blanca,Habitación privada en hostal,Salamanca,Región de Coquimbo,Más de 16,29,10, Habitación,4compartidos,compartido,28.0,-31.77927,-70.96279,"https://maps.google.com/maps?ll=-31.77927,-70.96279&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Residencial acogedora y patrimonial, permite familias, turistas y trabajadores, se sitúa a 150m del centro y el comercio como también las bellezas de la localidad.

El espacio
Espacios privados y comunes con televisión y muy buena limpieza.",['Cocina'],4.08,12,Mario,07-2019,https://www.airbnb.cl/rooms/36491625?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=5157eb1c-cf99-46ea-8751-01d76aa1a620
