,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"cabaña ,grandiosa vista al mar,fogón,tranquilidad.",Cabaña entero,La Serena,4,2,2, Habitación,1,privado,30.0,-29.72279,-71.32457,"https://maps.google.com/maps?ll=-29.72279,-71.32457&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","En el lugar existen negocios,servicio de almuerzo s y tetería con delivery ,está en un sector privado,fácil acceso al mar ,mucha tranquilidad,se pueden ver ballenas y delfines,la flora en primavera cuando llueve es hermosa , acá la llamamos desierto florido.","La cabaña esta ubicada en el borde costero ,el Arrayan costero a 20 min al norte de La Serena,con energía solar ,lugar mágico donde puedes ver ballenas y delfines,muy tranquilo,excelente vista  y acceso directo al mar,muy seguro ,el sector cuenta con negocio,ideal para desconectarse,descansar,disfrutar el borde costero,desde la cabaña puedes llegar en poco tiempo a los centros turísticos mas importantes de la cuarta región, como el valle del Elqui,Punta de Choros .,Chañaral de aceituno.


La cabaña es un lugar maravilloso  para descansar y desconectarse ,hermosos atardeceres,bella vista al mar,fogata para compartir momentos inolvidables.",['Acceso la playa Privado'],4.79,42,Jessica,11-2018,https://www.airbnb.cl/rooms/34479498?adults=1&children=0&infants=0&pets=0&check_in=2023-03-11&check_out=2023-03-16&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
1,Casa con piscina en Cond Agua Dulce Huentelauquén,Alojamiento entero,Angostura,8,5,3, Habitación,2,privado,200.0,-31.5149,-71.5605,"https://maps.google.com/maps?ll=-31.5149,-71.5605&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa Nueva, recién construida en Condominio Agua Dulce. El condominio tiene acceso controlado, seguridad permanente y acceso directo a la playa, cuenta con 5 canchas de tenis , 3 canchas de futbolito, caleta de pescadores, juegos para niños y senderos para trekking sin costo extra. 

La casa tiene una hermosa vista a toda la bahía y una piscina de 8 x 4 mts, muy amplia para toda la familia.


La vista al mar es increible, todo el frente de la casa es vidreado, por ende la vista es completa y despejada al mar. El condominio cuenta con caminos con maicillo compactado, ideal para salir a correr, andar en bicicleta o caminar.",['Cocina'],5.0,5,Rodrigo,06-2016,https://www.airbnb.cl/rooms/804957401975945423?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-02&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
2,CASA EL ENCANTO PISCO ELQUI,Alojamiento entero,Paihuano,6,6,3, Habitación,2,privado,188.0,-30.15589,-70.49629,"https://maps.google.com/maps?ll=-30.15589,-70.49629&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un barrio cercano al pueblo y alejado del bullicio, puedes subir cerros , caminar al Río observar la naturaleza","Es una casa  estilo moderno muy acogedora amoblada completamente, ubicada en el mejor sector de Pisco Elqui, con vista privilegiada, está cerca del Río Claro es un lugar tranquilo que invita al relajo y la desconexión.
A 4km de la plaza de Pisco Elqui, cercana de restaurantes , almacenes y lugares turísticos (cabalgatas,treking, masajes, yoga).
Es importante señalar que los espacios están diseñados para familias o grupo de amigos


Tiene varias Terrazas , parrilla, piscina , lugares de descanso, hamaca y hot  tub de madera con costo adicional de $ 23.000 por uso",['Vista al jardín'],4.96,54,Mónica,02-2019,https://www.airbnb.cl/rooms/32664151?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
3,Linda casa con piscina y entorno campestre,Cabaña entero,Vicuña,6,5,3, Habitación,1,privado,100.0,-30.00054,-70.991,"https://maps.google.com/maps?ll=-30.00054,-70.991&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Linda casa con piscina y juegos infantiles, posee 3 dormitorios habilitados para 6 personas, baño completo, cocina americana equipada con encimera, horno eléctrico, horno microondas, vajilla y lavadora.
La zona exterior cuenta con un quincho, el cual tiene asadera y horno a leña, arboles frutales, piscina y juegos infantiles.
Paisaje hermoso, entorno tranquilo
Ver descripción completa",['Cocina'],4.94,17,Ximena,04-2018,https://www.airbnb.cl/rooms/31650345?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
4,Casa a orillas del Río Claro,Alojamiento entero,Pisco Elqui,5,4,2, Habitación,1,privado,75.0,-30.09574,-70.49538,"https://maps.google.com/maps?ll=-30.09574,-70.49538&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa para 5 personas a orillas del río claro, pesca de río, quinchos, reposeras, hamacas, terraza, chimenea, para disfrutar de la tranquilidad y naturaleza del valle de elqui, dormitorios con escotillas para ver las estrellas, estacionamiento, agua caliente, a 10 minutos de Pisco Elqui.",['Acceso al lago'],4.33,21,Ernesto Eduardo,01-2018,https://www.airbnb.cl/rooms/32439870?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-26&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
5,Acogedora Cabaña en el corazón del valle de elqui,Cabaña entero,Vicuña,4,4,2, Habitación,"1,5",privado,69.0,-29.99548,-70.5358,"https://maps.google.com/maps?ll=-29.99548,-70.5358&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Barrio tranquilo, zona rural campestre ideal para ver el gran cielo que ofrece éste hermoso valle. En el día cielos azules profundos y en la noche una vista a las infinitas estrellas de este gran universo infinito.Por otro lado es uno de los pocos lugares de la comuna de Paihuano que tienen acceso directo al río claro, donde sus aguas cristalinas bajadas de la inmensa cordillera de los Andes, hace de un paisaje único para disfrutar tanto en familia como en pareja o amigos.","Cabaña independiente totalmente  privada. Completamente equipada, ubicada en la localidad de Tres Cruces, puerta de entrada a la Comuna de Paihuano,  ubicada en el centro entre Pisco Elqui (18 kilómetros) y Vicuña (20 kilometros) lugar tranquilo, rural rodeado de un entorno natural. Ideal para quienes buscan paz y relajación. Además por la poca luminosidad del sector hace que sea un lugar especial para quienes son amantes de los cielos nocturnos más limpios y del tema ufologia. Ven y disfruta!!


El desayuno es campestre. Con pan amasado, mermeladas orgánicas de la zona, huevos de campo, te o café",['Cocina'],4.91,47,Yasmín Rocio,05-2019,https://www.airbnb.cl/rooms/35479065?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
6,"Cabaña Mágica en Valle del Elqui, Alcohuaz",Cabaña entero,Paihuano,5,3,2, Habitación,2,privado,100.0,-30.029,-70.5164,"https://maps.google.com/maps?ll=-30.029,-70.5164&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","cerca de lugares para realizar caminatas, cabalgatas etc","Disfruta de esta hermosa  y equipada cabaña, en este magnético y relajador lugar, en medio de las montañas más energéticas del mundo junto a un cielo excepcional.
Nos encontramos en un sector donde puedes disfrutar de actividades al aire libre para niños y adultos. Como escaladas en Bulder (Arawi Lodge) , trekking a los diferentes senderos cercanos,  un hermoso tour a viña Alcohuaz, así  como también emocionantes cabalgatas en medio de las montañas.


cómoda cocina americana equipada, sala de estar con Chimenea Bosca, dos baños con tina, una habitación con 1 cama de 2 plazas , una habitación dos camas  1 1/2  plaza y un sillón cama en living. Parrilla en terraza techada, y una hermosa piscina frente a las montañas bajo un espectacular cielo.",['Vista a las montañas'],5.0,5,Margarita Soledad,04-2021,https://www.airbnb.cl/rooms/554588697359312470?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-24&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
7,Increíble Casa Huentelauquen,Alojamiento entero,Canela,14,12,5, Habitación,4,privado,295.0,-31.5186,-71.5729,"https://maps.google.com/maps?ll=-31.5186,-71.5729&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Increíble casa en condominio agua dulce Huentelauquen. A pasos de la playa y plaza con canchas de tenis y fútbol. Condominio cuenta con agua y luz propia. Entre las actividades que puedes hacer se encuentra trekking, pesca y es ideal para andar en bicicleta en familia. Huentelauquen se encuentra a 30 minutos de los Vilos, además de localidades como Mincha, Puerto Oscuro, Canela que son paseos imperdibles para cuando estamos cansados de la playa. La casa tiene vista al mar para los atardeceres.",['Vista al valle'],,,Macarena,02-2016,https://www.airbnb.cl/rooms/797269518528856944?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-05&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
8,Casa de campo en Diaguitas,Casa de campo entero,Diaguitas,8,4,4, Habitación,1,privado,150.0,-30.02537,-70.63792,"https://maps.google.com/maps?ll=-30.02537,-70.63792&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El pueblo de Diaguitas esta localizado a 7 Km de Vicuña donde pondrás encontrar artesanía de la zona y la Cervecería Guayacán.

El espacio
La casa rodeada de árboles frutales, lugar tranquilo en dónde se podrá apreciar las estrellas por la noche. Cuenta con áreas comunes amplias al igual que la cocina, que está completamente equipada.
Para capear el calor se cuenta con una amplia piscina, con reposeras.",['Vista al jardín'],5.0,15,Gabriel,08-2022,https://www.airbnb.cl/rooms/687543448268664985?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
9,Don Hugo Casa de campo,Alojamiento entero,Vicuña,6,6,3, Habitación,"2,5",privado,160.0,-30.0286,-70.67362,"https://maps.google.com/maps?ll=-30.0286,-70.67362&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Esta a 800 metros del pueblo el Arenal donde hay dos tiendas de abarrotes la antigua estación del ten elquino y Pisquera Aba que ofrece tours,"Casa de campo de 7 hectáreas. Cuenta con piscina de 14 metros de largo y 5 de ancho, jardín de 5 mil metros, arboles frutales y viña de 4 ha y 2 ha de paltos. Terraza al jardín y a la piscina. Terrazas frente a cada habitación. Cocina amplia con artefactos para cocinar, y todo lo necesario. Un cuarto principal con cama king Size y baño privado para 2 PP, un segundo cuarto para 2 PP con dos camas individuales un tercer cuarto mas pequeño para 2PP, comparten amplio baño completo. baño de visita",['Vista a las montañas'],4.20,5,Hugo,09-2018,https://www.airbnb.cl/rooms/778848553920885672?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-24&previous_page_section_name=1000&federated_search_id=4b5c4400-871f-4d51-9dce-374f78f03bb4
