,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Promoción descuento 30% y 10% al valor de estadía.,Vivienda rentada entero,Ovalle,5,4,3, Habitación,2,privado,50.0,-30.61497,-71.2079,"https://maps.google.com/maps?ll=-30.61497,-71.2079&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El departamento está ubicado en un barrio tranquilo rodeado de poblaciones de clase media y alta, Pequeñas plazitas y otros condominios.","Cómodo y amplio departamento, ubicado en un segundo piso, en el condominio Ciudad del Encanto, con seguridad las 24 horas. Cuenta con estacionamiento, servicios de wi fi  fibra óptica y TV cable, además de locomoción a la puerta y cercanía a supermercado Santa Isabel y farmacia cruz verde.

El espacio
El departamento cuenta con 3 dormitorios, 2 baños, lavadora. Internet fibra y tv cable. Está ubicado en segunfo piso, tiene terraza con vista a una plazita.",['Vista al horizonte de la ciudad'],4.73,11,Nilsa Soledad,12-2020,https://www.airbnb.cl/rooms/47508426?adults=1&children=0&infants=0&pets=0&check_in=2023-02-18&check_out=2023-02-23&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
1,"Internet, impresora, lavadora Descuento 30% y 10%",Vivienda rentada entero,Ovalle,5,4,3, Habitación,2,privado,50.0,-30.61305,-71.20922,"https://maps.google.com/maps?ll=-30.61305,-71.20922&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El ambiente de este sector es un lugar seguro
y tranquilo, dispone de guardia las 24 horas . Tiene locomoción a la puerta, a pocas cuadras hay supermercado y farmacia.","Para su alojamiento usted dispone de un departamento nuevo de tres dormitorios y dos baños, el cual está recién amoblado con implementos para cocinar, estacionamiento gratuito, televisión por cable, internet fibra, lavadora, etc

El espacio
Departamento con locomoción a la puerta, supermercado a pocas cuadras.",['Vista al horizonte de la ciudad'],4.69,65,Georgina,03-2018,https://www.airbnb.cl/rooms/27903389?adults=1&children=0&infants=0&pets=0&check_in=2023-02-21&check_out=2023-02-27&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
2,Sofisticado departamento con vista a la playa,Condo entero,Coquimbo,4,3,2, Habitación,2,privado,35.991,-29.89798,-71.26847,"https://maps.google.com/maps?ll=-29.89798,-71.26847&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El edificio cuenta con piscina, sector de acondicionamiento físico y zona para asados con dos quinchos. El depto fue diseñado especialmente para una excelente experiencia. Incluye: escritorio como estación de trabajo, lavadora, 1 televisor smart, 1 televisor QLED 50” de última generación en living, parrilla eléctrica,muebles y camas de excelente calidad. Sábanas de 300 hilos, sandwichera,cafetera nespresso, juguera, hervidor, microondas, refrigerador, entre otros. No se acepta fumar al interior.


Depto amoblado, cómodo con camas y muebles de buena calidad. Amoblado con todo lo necesario para una grata estadía.",['Acceso a la playa'],4.82,22,Felipe,04-2015,https://www.airbnb.cl/rooms/47180127?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
3,duplex con terraza y mejor vista de puerto velero,Vivienda rentada entero,Puerto Velero,9,7,4, Habitación,3,privado,108.0,-30.23821,-71.47812,"https://maps.google.com/maps?ll=-30.23821,-71.47812&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El departamento queda al lado del funicular para llegar a la playa, a 5 minutos caminando hacia la playa 

Cuenta con todo lo necesario para 9 personas. 
La distribución es 
Piso de acceso está living comedor 

El piso de Abajo 3 habitaciones. La habitación 1 tiene 3 camas (1 camarote y 1 cama), la hab. 2 tiene 2 camas (1 camarote), la hab 3 tiene una cama matrimonial de 2 plazas 

El tercer piso tiene 1 cama King

La cocina está habilitada con platos, cubiertos y todo para 9 personas


Pueden usar todas las instalaciones de puerto velero 
Piscinas, canchas de tenis, canchas de fútbol, piscina temperada

Las piscinas se usan libremente 

Las canchas y Quinchos se reservan con la administración del condominio",['Vista al desierto'],4.81,60,Claudia,09-2017,https://www.airbnb.cl/rooms/39766257?adults=1&children=0&infants=0&pets=0&check_in=2023-03-27&check_out=2023-04-01&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
4,Maravilloso departamento de la herradura en primer,Condo entero,Coquimbo,4,3,2, Habitación,2,privado,100.0,-29.98182,-71.35279,"https://maps.google.com/maps?ll=-29.98182,-71.35279&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Menciona las mejores características de tu alojamiento, cualquier servicio especial como wifi rápido o estacionamiento, además de lo que más te gusta del vecindario.Menciona las mejores características de tu alojamiento, cualquier servicio especial como wifi rápido o estacionamiento, además de lo que más te gusta del vecindario.Menciona las mejores características de tu alojamiento, cualquier servicio especial como wifi rápido o estacionamiento, además de lo que más te gusta del vecindario.",['Cocina'],4.58,12,Cecilia,01-2020,https://www.airbnb.cl/rooms/54150506?adults=1&children=0&infants=0&pets=0&check_in=2023-02-19&check_out=2023-02-25&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
5,Departamento con vista hermosa,Vivienda rentada entero,La Serena,4,3,2, Habitación,2,privado,63.355,-29.90226,-71.26975,"https://maps.google.com/maps?ll=-29.90226,-71.26975&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El departamento se encuentra en un barrio muy tranquilo y de una alta plusvalía , cuenta con supermercados , locales comerciales , mall puertas del mar , el faro de serena es un lugar muy céntrico .","Diviértete con toda la familia en este alojamiento con estilo.

El espacio
Departamento en un barrio residencial muy tranquilo",['Vista a las montañas'],,,Patricia,11-2022,https://www.airbnb.cl/rooms/773737041176094030?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-05&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
6,"Departamento frente al mar, estacionamiento gratis",Apartamento con servicios incluidos entero,La Serena,6,6,2, Habitación,2,privado,70.0,-29.91545,-71.27556,"https://maps.google.com/maps?ll=-29.91545,-71.27556&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Condominio único con piscinas con olas en la cuarta región . 

El departamento cuenta con 2 Dormitorios  1 suit con baño y otra con baño afuera de la pieza. Ambas camas de 2 pozas con ropa de cama de hotel muy cómodas, un colchón inflable que se llena en 2 min de manera automática. Un sofá cama en el living (2P)

Contarás con una limpieza excepcional ( sanitizamos con cloro cuaternario y lysofol , aspiramos y eliminamos polvo ), ropa de cama y toallas incluidas 

Todos los servicios incluidos !",['Vista al mar'],4.64,67,Diego,07-2021,https://www.airbnb.cl/rooms/52619673?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
7,El mejor departamento con piscinas,Vivienda rentada entero,La Serena,5,4,2, Habitación,2,privado,63.073,-29.94039,-71.28515,"https://maps.google.com/maps?ll=-29.94039,-71.28515&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Disfruta de la mejor experiencia, al quedarte en el mejor sector para vacacionar, a pasos de la playa, casino de juegos ,los mejores restaurants y mucho más :)","Vive tus vacaciones inolvidables en este departamento único y familiar.
El departamento se encuentra en la mejor ubicación de la serena, a pasos  de la playa, del casino de juegos enjoy y de los principales restaurants de la región.

El espacio
Hermoso departamento moderno frente al mar, con amplia terraza y hermosas piscinas !!",['Acceso a la playa'],5.0,16,Jorge,09-2022,https://www.airbnb.cl/rooms/710797245704393309?adults=1&children=0&infants=0&pets=0&check_in=2023-03-08&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
8,"""Relax Indoors"" La Herradura - Team The Sunsets",Apartamento con servicios incluidos entero,Coquimbo,7,4,2, Habitación,2,privado,72.597,-29.97995,-71.35099,"https://maps.google.com/maps?ll=-29.97995,-71.35099&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Condominio Playa Herradura, cuenta con residentes educados y responsables, concientes de la calidad de vida del emplazamiento. A pasos de supermercado, cercano a Hospital Regional y locales comerciales de comida rápida.","Nos llamamos ¡The Sunsets!, Y te ofrecemos este departamento llamado ""Relax Indoors La Herradura"". 

Fue condicionado por nosotros para que te  desconectes de las banalidades diarias, aislado del bullicio cotidiano, con un espacio elegante y perfectamente ubicado para disfrutar de un amanecer con  el sonido de las olas, un sunset pintado de colores que solo la Región Estrella puede ofrecer o una meditación en la misma playa, ya que el condominio cuenta con acceso directo a la playa, ¡Tú decides!


Este es uno de los 02 departamentos con los que contamos para el deleite de nuestros huéspedes. 

El condominio cuenta con la piscina más grande La Herradura, donde podrán disfrutar niños y adultos, además de quinchos, área de juegos, a pasos de supermercados, estación de servicios, pueblito La Herradura,  y salida directa a la carretera.

Locomoción colectiva a la salida del edificio y en auto llegarás en pocos minutos al centro de Coquimbo y a La Serena.

Qué ofrecemos:

Acceso con cerradura electrónica de tarjeta y/o clave numérica. Olvídate de las llaves cuando vayas a la playa!!

*Red WiFi y acceso GRATUITO a cuentas:
1.- Netflix 
2.- Prime Video
3.- Disney Plus
5.- HBO+

-Dormitorios-
Habitación principal con cama king,  cobertor, almohada y una frazada. Closet espacioso con caja fuerte, TV de 50"", baño privado y salida directa al balcón.
Segunda Habitación con 03 camas, 01 de dos plazas, 01 de Plaza y media y 01 de plaza, además cuenta con cobertor y frazada.

* Se incluyen en el servicio, toallas y sábanas.

-Comedor y sala de estar-
Comedor para cuatro personas, sofá cama, dos pouf, dos taburetes y Televisión Smart Tv de 50"" de última generación junto a un Sistema de Audio 5.1 Surround.

-Cocina-
Cuenta con refrigerador, cafetera, tostadora, microondas, horno y cocina eléctricos, hervidor, ollas, vajilla, vasos, copas, etc. Además de una lavadora con secadora.

-Baño-
Cuenta con dos baños, ambos con ducha y lavamanos.
Papel higiénico y una reposición.

* Se solicita favor respectar el reglamento interno del condominio, el que regula el correcto uso de las áreas comunes y piscina.

* No fumar en el interior del departamento.

* Evitar actividades ruidosas como fiestas en el interior del departamento. Por favor sea respetuoso con los demás residentes.

* El departamento esta pensado y equipado para 4 personas, no obstante, previo aviso,  no hay problema con admitir a más personas.

-Registro de entrada / salida-
*Check-in desde 15:00 hrs a 18:00 hrs (sujeto a mutuo acuerdo)
*Check-out 12:00 hrs.",['Vista a la bahía'],4.97,29,Paula,09-2021,https://www.airbnb.cl/rooms/52276740?adults=1&children=0&infants=0&pets=0&check_in=2023-02-24&check_out=2023-03-01&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
9,La Serena Laguna del Mar Espectacular Vista!,Condo entero,La Serena,4,2,2, Habitación,2,privado,80.0,-29.87662,-71.27098,"https://maps.google.com/maps?ll=-29.87662,-71.27098&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Laguna del mar es un espacio muy tranquilo en donde se puede descansar sin problemas,"Lugares de interés: el centro de la ciudad y increíbles vistas. Te va a encantar mi lugar debido a el espacio acogedor y las vistas. Mi alojamiento es bueno para parejas, aventureros, viajeros de negocios, familias (con hijos) y mascotas.

El espacio
Excelente vista, acogedor y con todas las comodidades para un excelente descanso y teletrabajo",['Vista a la bahía'],4.80,51,Evelyn,07-2016,https://www.airbnb.cl/rooms/14183990?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-03&previous_page_section_name=1000&federated_search_id=e49b5041-694d-4291-a9da-cffc6da71829
