,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Maravilloso depto Puerto Velero 3D 3B,Vivienda rentada entero,Puerto Velero,8,6,3, Habitación,3,privado,140.0,-30.2368,-71.4774,"https://maps.google.com/maps?ll=-30.2368,-71.4774&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Sorprendente y relájate como nunca en este hermoso y exclusivo lugar, ubicado en un quinto piso, con doble terraza, donde tendrás unos amaneceres inolvidables y unas puestas de sol soñadas. 
Disfruta tu estadía con playas privadas paradisíacas, piscinas de agua dulce y salada. Supermercados  en el interior del resort, como también restoranes y diversas actividades para grandes y pequeños.
Como si fuera poco, tienes lugares cercanos como tongoy, guanaquero donde encontrarás ostiones y ostras.


Tranquilidad y belleza en el entorno.",['Vista a la bahía'],,,Andres,01-2017,https://www.airbnb.cl/rooms/806689333270005138?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
1,LAS TACAS. 1a línea. Muy equipado. WiFi.,Condo entero,Coquimbo,8,7,3, Habitación,3,privado,195.0,-30.08241,-71.37063,"https://maps.google.com/maps?ll=-30.08241,-71.37063&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Las Tacas es quizás la mejor playa de Chile. La seguridad del complejo es increíble. Hay gran tranquilidad y es precioso.,"Espectacular dpto, 1a linea, 1er piso (terraza de mayor tamaño y seguridad). Vista preciosa de la playa. Muy bien equipado para 8 personas.
WiFi y TV cable.

El espacio
Departamento en 1a línea de playa, en excelente estado, vista maravillosa de la playa. Terraza de mayor tamaño por ser 1er piso. Muy bien equipado para 8 personas.
Hay cafetera Nespresso, lavadora/secadora, lavavajillas, parrilla a gas. toallas de baño, sábanas, Wi-Fi, TV cable, termopaneles.

PARA RESERVAS DE PERIODOS DE VACACIONES ESCOLARES, CONSULTAR",['Vista a la bahía'],4.83,23,Rodrigo,12-2015,https://www.airbnb.cl/rooms/34155544?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
2,Las Tacas - Arriendo depto. Vista al Mar- Coquimbo,Vivienda rentada entero,Coquimbo,8,7,3, Habitación,2,privado,168.0,-30.08489,-71.37271,"https://maps.google.com/maps?ll=-30.08489,-71.37271&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El condominio cuenta con Restaurantes, mini market, pescadería, y todo lo necesario para el día a dia","Departamento en Las Tacas para 8 personas a 150 mts de la playa , con una vista privilegiada al mar y la bahía. Totalmente equipado. 3 dormitorios, principal en suite, 2 baños, Terraza.

Accesos controlados, piscina, áreas verdes, estupenda playa, minimarket, pescaderia, restaurant, canchas de Tenis y Paddle, Quincho para asados, escuela de surf y buceo, etc.
Senderos para pasear, trotar, andar en bicicleta


Las Tacas esta ubicado a 15 km al sur de Coquimbo. Es un balneario que permite muchas alternativas diferentes tanto en la playa como deportivas, además de su cercanía a diferentes puntos atractivos de la IV Region, como La Serena, El valle de Elqui, Punta de Choros, Parque Fray Jorge, etc. 
Cuenta con un completo equipamiento, servicios y  seguridad que dan tranquilidad y entretención a toda la familia.",['Vista a la bahía'],5.0,38,Manuel,12-2015,https://www.airbnb.cl/rooms/21726892?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
3,Depto. Nuevo Frente al Mar. Full Equipado. WIFI,Vivienda rentada entero,Los Molles,5,3,3, Habitación,1,privado,62.5,-32.23566,-71.51063,"https://maps.google.com/maps?ll=-32.23566,-71.51063&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Depto frente al mar, 3 dormitorios y 1 baño, más amplia terraza de 10 m2, más estacionamiento propio, WiFi y tv cable. El edificio cuenta con ascensor

El espacio
3 dormitorios y 1 baño, balcón amplio y estacionamiento. Frente al mar, piso 3, ascensor. pieza 1: cama matrimonial, pieza 2: cama de 1 plaza y media y cama nido de 1 plaza, pieza 3: cama de 1 plaza. ideal para 4 o 5 personas","['Acceso a la playa', 'Frente a la playa']",4.97,37,Andres,01-2019,https://www.airbnb.cl/rooms/46486752?adults=1&children=0&infants=0&pets=0&check_in=2023-03-08&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
4,Departamento Ideal Familias,Vivienda rentada entero,Puerto Velero,10,8,4, Habitación,3,privado,224.0,-30.23626,-71.47608,"https://maps.google.com/maps?ll=-30.23626,-71.47608&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El departamento se encuentra al lado del Spa las Añañucas, que cuenta con piscina de hidromasaje y jacuzzi además de un pequeño gimnasio y sauna","Departamento en primer piso con Jardín, preciosa vista.
Ideal para dos familias con niños

El espacio
El alojamiento no incluye sábanas ni toallas.
Cada cama cuenta con un plumón y almohada.",['Vista a la bahía'],4.88,33,Paulina,06-2016,https://www.airbnb.cl/rooms/22838198?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
5,DEPARTAMENTO EXTENDIDO EN AVENIDA DEL MAR,Vivienda rentada entero,La Serena,8,6,3, Habitación,2,privado,82.0,-29.92969,-71.27951,"https://maps.google.com/maps?ll=-29.92969,-71.27951&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","la serena es una de las ciudades mas bella de chile con una costanera que rodea toda la playa, su agua es de temperatura media, con vida nocturna, familiar y lugares para conocer como ; observatorio mamalluca, valle del elqui, punta choros , coquimbo , guanaqueros , tongoy .","Excelente Departamento muy cómodo y amplio, frente al mar,  en el mejor sector de La Serena, con 1 estacionamiento , wifi, tv cable,  smart tv, lcd 43 cercano a restaurantes, pub, ferias de  souvenir,  casino y gran costanera.
 Departamento con todas las medidas Covid-19, se  entrega desinfectado. 
 3 dormitorios  para 8 personas.
 dormitorio 1:  cama King 
dormitorio 2:     cama de  1 1/2  plaza  y  1 cama de 1 plaza ( cama nido)
 dormitorio  3 :     cama de  1  1/2 plaza   y  1 cama de 1 plaza",['Costa'],4.88,72,Tatiana,04-2019,https://www.airbnb.cl/rooms/33778092?adults=1&children=0&infants=0&pets=0&check_in=2023-03-11&check_out=2023-03-16&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
6,★ Primer Piso Primera Línea al lado de la Playa! ★,Condo entero,Puerto Velero,8,7,3, Habitación,2,privado,105.743,-30.2408,-71.4765,"https://maps.google.com/maps?ll=-30.2408,-71.4765&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Puerto Velero es un condominio en una localidad turística exclusiva ubicada frente a la bahía de Barnes, entre los balnearios de Tongoy y Guanaqueros, en la comuna de Coquimbo, Chile. Se encuentra situada a 45 kms de La Serena y a 430 kms de Santiago. Posee 700 departamentos distribuidos en 23 edificios.

Goza de un muy buen clima, lindos paisajes y jardines, una playa apta para el baño.","Probablemente el mejor (o uno de los mejores) departamento en todo Puerto Velero. La mejor ubicación, Primera Línea y Primer Piso! A menos de 50 metros de la playa con bajada directa, la mejor vista,  amplio jardín privado, terraza, hamaca, reposeras. Departamento amplio y equipado para disfrutar de unas vacaciones inolvidables. Sencillamente un estándar superior a otros departamentos de Puerto Velero!


✓Exclusivo departamento ✓ Primer piso ✓Primera Línea ✓La mejor vista despejada ✓Jardín privado amplio ✓Acceso directo a la playa a pasos de distancia ✓Completamente remodelado y equipado ✓ Espacioso living comedor, cocina, terraza ✓Todas las habitaciones incluyendo cocina con vista al mar, la playa Socos y la península de Tongoy ✓Cuenta con 3 dormitorios y 2 baños ✓No hay camas en comedor, living ni sofá-camas ✓Estacionamiento privado con toldo incluido ✓Disfrutarás del departamento completo.

✓Reposeras ✓Hamaca ✓Mesa de terraza ✓Wifi gratuito ✓2 Smart TV's LED con TV-Cable ✓Máquina Nespresso ✓3 Estufas Eléctricas ✓Ventanas Termopanel ✓Cocina amplia y equipada ✓Lava Vajillas ✓Horno eléctrico ✓Microondas ✓Lavadora/Secadora  ✓Plancha ✓Secador de pelo.

SIN CARGO ""TARIFA POR SERVICIO"": A diferencia de otras publicaciones nosotros no cobramos ""Tarifa por servicio"". Te invitamos a comparar el costo total.",['Vista al mar'],4.82,17,Daniel,11-2017,https://www.airbnb.cl/rooms/48301966?adults=1&children=0&infants=0&pets=0&check_in=2023-04-09&check_out=2023-04-14&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
7,Primera Línea Dúplex / 2 Estacionamientos,Vivienda rentada entero,Puerto Velero,8,6,3, Habitación,3,privado,256.429,-30.2365,-71.4779,"https://maps.google.com/maps?ll=-30.2365,-71.4779&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Un lugar perfecto para descansar y vacacionar en un condominio tranquilo , familiar y seguro . 
 En primera línea con hermosas vista al mar y a Tongoy , hermosos jardines , piscinas , canchas de tenis , sector de parrillas , supermercado , SPA, marina , restaurantes , funicular  a la playa, canchas de fútbol, pádel , campo de golf .... y más.

Departamento muy bien equipado y con disponibilidad de dos estacionamientos .",['Vista al océano'],,,Rossana,01-2016,https://www.airbnb.cl/rooms/779926591564831409?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
8,Departamento a 2 minutos de Playa Peñuelas.,Condo entero,Coquimbo,4,3,3, Habitación,1,privado,32.2,-29.94776,-71.28982,"https://maps.google.com/maps?ll=-29.94776,-71.28982&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Sector residencial turístico, cercano a playas, casino de juegos, gastronomía y otras atracciones. Zona segura y agradable, de día y de noche.","Te encantará mi departamento de espacios iluminados, acogedores y limpios. Tendrás todo lo necesario para pasar una buena estancia con comodidad. Cuenta con  un excelente acceso a zonas de interés turístico, playa, casino de juegos de Coquimbo, restaurantes, paseos a pié o renta de bicicletas.  Supermercado, centros comerciales y servicios accesibles.


El edificio cuenta con servicio de vigilancia para mantener la seguridad en los accesos.  Estacionamiento exclusivo y gratuito.",['Vista a la bahía'],4.87,135,Marcela,12-2013,https://www.airbnb.cl/rooms/31231267?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
9,"Puerto Velero, Arriendo dpto. Vista al Mar1° piso",Vivienda rentada entero,Puerto Velero,8,7,3, Habitación,3,privado,150.0,-30.24166,-71.47662,"https://maps.google.com/maps?ll=-30.24166,-71.47662&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en Pto. Velero para 8 personas a 100 mts de la playa , con una vista privilegiada al mar y la bahía. Totalmente equipado. 3 dormitorios, principal en suite, 3 baños, Terraza. Accesos controlados, piscina, áreas verdes, estupenda playa, minimarket, restaurant, canchas de Tenis, futbol, gimnasio Quincho para asados, escuela de surf y buceo, etc. Senderos para pasear, trotar, andar en bicicleta""",['Vista a la bahía'],4.55,11,Francisco,04-2019,https://www.airbnb.cl/rooms/47986455?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=eb036099-5c59-43bb-98a9-675bf43e615c
