,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Casa con piscina en Cond Agua Dulce Huentelauquén,Alojamiento entero,Angostura,8,5,3, Habitación,2,privado,210.0,-31.5149,-71.5605,"https://maps.google.com/maps?ll=-31.5149,-71.5605&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa Nueva, recién construida en Condominio Agua Dulce. El condominio tiene acceso controlado, seguridad permanente y acceso directo a la playa, cuenta con 5 canchas de tenis , 3 canchas de futbolito, caleta de pescadores, juegos para niños y senderos para trekking sin costo extra. 

La casa tiene una hermosa vista a toda la bahía y una piscina de 8 x 4 mts, muy amplia para toda la familia.


La vista al mar es increible, todo el frente de la casa es vidreado, por ende la vista es completa y despejada al mar. El condominio cuenta con caminos con maicillo compactado, ideal para salir a correr, andar en bicicleta o caminar.",['Cocina'],5.0,3,Rodrigo,06-2016,https://www.airbnb.cl/rooms/804957401975945423?adults=1&children=0&infants=0&pets=0&check_in=2023-02-25&check_out=2023-03-02&previous_page_section_name=1000
1,"Casa Luz. EN LA PLAYA. Las Mostazas, Guanaqueros",Alojamiento entero,Coquimbo,8,7,3, Habitación,"3,5",privado,275.0,-30.18138,-71.39205,"https://maps.google.com/maps?ll=-30.18138,-71.39205&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El condominio esta a 10 minutos en auto del pueblo de Guanaqueros, 20 de Tongoy donde hay almacenes, ferias 2 días a la semana donde comprar frutas verduras y varias cosas más, además de caletas para abastecerse de mariscos y pescado.","Una casa preciosa,  hecha con mucho amor, en la playa misma, patitas en la arena. A 50 pasos del mar. Un lugar tranquilo, maravilloso, de conexión con la naturaleza. Dan ganas de quedarse para siempre :)

Ecológica, bien aislada, full eléctrica, con paneles solares y reutilización de aguas para el jardín. 

Esta dentro del condominio Las Mostazas. En una playa increíble. A 10 mins en auto de Guanaqueros, 20 de Tongoy y 45 de la serena. Llegan las compras del Jumbo a la puerta de la casa.


La casa tiene 3 piezas ricas, cada una con su baño. Más un baño de servicio o de playa y parrilla. Tiene un espacio común grande con una barra y un comedor grande también. Una rica y amplia terraza con parrilla, fogón, estar reposeras y comedor exteriores. 

Hay en la parte de abajo del jardín una zona de fogata, también con parrilla y mesón para hacer un asado mas acampado. 

Dejamos siempre 2 stand up paddle y salvavidas de distintos tamaños para salir a remar por el mar. Una experiencia preciosa.

Hay también para el fin del día, y con la
idea de cuidar el agua, una ducha playera, justo antes de la subida a la casa, para bañarse rápido y sacarse la sal y arena antes de subir.","['Acceso a playa Público o compartido', 'Frente a la playa']",5.0,15,Camila,05-2014,https://www.airbnb.cl/rooms/53001224?adults=1&children=0&infants=0&pets=0&check_in=2023-03-08&check_out=2023-03-13&previous_page_section_name=1000
2,Refugio totoralillo,Cabaña entero,Coquimbo,4,3,2, Habitación,1,privado,45.0,-30.04439,-71.37747,"https://maps.google.com/maps?ll=-30.04439,-71.37747&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Lugar rural tranquilo , funciona con fosa .","El espacio
Es una cabaña

Acceso de los huéspedes
Fácil acceso kilometro 450.5 , a 10 minutos de supermercados y el centro de coquimbo a 5 minutos en auto a la playa totoralillo caminando 30 minutos, locomoción a una cuadra de la cabaña, la cual esta emplazada en un terreno de 1000 mts cuadrados totalmente cerrado, al costado una casa independiente y otra cábaña .","['Acceso a la playa', 'Frente a la playa']",4.81,23,Elizabeth,01-2018,https://www.airbnb.cl/rooms/31073555?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000
3,"PUNTA DE CHOROS Estupenda casa, maravillosa vista",Alojamiento entero,Punta de Choros,8,7,3, Habitación,3,privado,320.0,-29.2559,-71.4556,"https://maps.google.com/maps?ll=-29.2559,-71.4556&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Crea recuerdos inolvidables en este alojamiento único y familiar. Tendras una experiencia unica en este lugar localizado en la reserva natural de Humboldt,"['Acceso a la playa', 'Frente a la playa']",5.0,6,Isabel,09-2017,https://www.airbnb.cl/rooms/562982356188294762?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000
4,Vistas increíbles desde la hermosa cabina de madera,Cabaña entero,Los Molles,7,5,3, Habitación,2,privado,84.0,-32.22637,-71.50734,"https://maps.google.com/maps?ll=-32.22637,-71.50734&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"en un entorno mágico, muy cerca de hermosas playas en la 5ª región de chile, con una vista increíble del Parque Bio Puquén, puedes disfrutar de un lugar tranquilo y tranquilo para compartir contigo mismo o con tu familia o amigos.",['Cocina'],4.70,50,Rodrigo,04-2014,https://www.airbnb.cl/rooms/2748230?adults=1&children=0&infants=0&pets=0&check_in=2023-02-18&check_out=2023-02-23&previous_page_section_name=1000
5,Linda CASA a pasos de la playa de Morrillos!,Alojamiento entero,Coquimbo,11,9,5, Habitación,3,privado,320.0,-30.12626,-71.36985,"https://maps.google.com/maps?ll=-30.12626,-71.36985&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La casa se encuentra en un condominio privado con su respectiva playa.
Fuera del condominio está lleno de atracciones en sus alrededores, fácil de llegar y muy entretenidos, tales como:
• Tongoy
• Guanaqueros
• La Serena
• Casino Enjoy
• Coquimbo
• Playa Totoralillo
• Isla Damas
• Observatorio Astronómico La Silla.
• Punta Choros.
• Observatorio Cerro Tololo
• Valle del Elqui
• Vicuña
• Ovalle Parque nacional Fray Jorge.","Condominio privado. La casa está totalmente equipada para 11 personas. Muy acogedora, luminosa y bien distribuida, dos piezas matrimoniales en suite con TV. Cocina americana integrada al living, terraza techada, parrilla, columpios y juegos para niños. Está a 4 min. caminando de la playa (morrillos) y a 15 minutos en auto de Coquimbo  y a 5 minutos de Guanaqueros. Cerca de la casa hay un Humedal con aves de la zona, puedes ir caminando.


El lugar es muy tranquilo, ideal para descansar, hacer deportes al aire libre y gozar de los beneficios del mar, la playa y la naturaleza.
Los niños tienen un espacio ideal para juegos en el patio, con resbalín, columpios, foso de arena etc.",['Cocina'],5.0,30,Magdalena,11-2019,https://www.airbnb.cl/rooms/39948875?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-11&previous_page_section_name=1000
6,arriendo cabaña cerca de playa en cuarta región,Cabaña entero,Coquimbo,4,3,2, Habitación,1,privado,49.167,-30.22089,-71.40419,"https://maps.google.com/maps?ll=-30.22089,-71.40419&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"CABAÑA🏠NUEVA EN GUANAQUEROS! Relájate con toda la familia en este alojamiento donde la tranquilidad se respira.
a minutos de la playa de guanaqueros. 
Cabaña segura con protecciones en sus ventanas y puertas.
se aceptan mascotas.
cuenta con sofá cama para otro integrante, si así lo requiere.",['Acceso a la playa'],,,Jocelyn,01-2023,https://www.airbnb.cl/rooms/806728567905802608?adults=1&children=0&infants=0&pets=0&check_in=2023-02-24&check_out=2023-03-02&previous_page_section_name=1000
7,Casa granero en Playa Grande Tongoy,Cabaña entero,Tongoy,6,5,3, Habitación,"1,5",privado,170.0,-30.2946,-71.5367,"https://maps.google.com/maps?ll=-30.2946,-71.5367&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El barrio es principalmente naturaleza, un humedal, el océano y la playa.","Esta casa, ha sido especialmente diseñada  para disfrutar del entorno natural. Para experimentar la puesta de sol desde su terraza en la azotea. Un lugar que evoca las antiguas casas de campo, combinadas con productos contemporáneos.

Acceso de los huéspedes
Los huéspedes podrán acceder al espacio completo de la casa, al gran jardín y a las instalaciones exteriores. Los huéspedes también pueden llegar al humedal en un par de minutos o caminar a la hermosa playa a solo 15 minutos de la casa","['Acceso a playa Público o compartido', 'Frente a la playa']",5.0,3,Jorge,05-2015,https://www.airbnb.cl/rooms/665518914328051294?adults=1&children=0&infants=0&pets=0&check_in=2023-02-20&check_out=2023-02-25&previous_page_section_name=1000
8,Depto. interior a minutos de la playa y valleElqui,Alojamiento entero,La Serena,4,3,2, Habitación,1,privado,62.7,-29.9319,-71.24327,"https://maps.google.com/maps?ll=-29.9319,-71.24327&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El barrio es precioso, residencial, muy tranquilo y con mucha vegetación y parques. Además, cerca hay negocios, panadería, supermercados, restaurantes, gasolinera, cajeros, etc. Dejaré un mapa con todas las indicaciones para que disfrutes tu estadía al máximo!!!","Nuestro espacio es un departamento conectado y ubicado al interior de una casa de gran tamaño, decorado y hecho con mucho cariño. Cuenta con un dormitorio con cama matrimonial y TV, uno con cama pequeña. Una cocina grande con comedor, living/biblioteca con futón, baño, un huerto y espacio exterior que es muy agradable para comer, meditar jugar o disfrutar de la tranquilidad del sector, donde abundan los árboles, las plazas y todo tipo de servicios (pubs, supermercado, restaurantes, etc.)


Nuestro espacio es encantador, pues lo hemos hecho poco a poco con cariño y dedicación junto a mi hija. Además, es cómodo y en el entorno se respira la paz del sector con su abundante vegetación. Sin embargo, a pocos minutos en vehículo ya estás en la playa o en el centro de la ciudad.",['Vista a las montañas'],4.94,17,Josefa,01-2023,https://www.airbnb.cl/rooms/34742564?adults=1&children=0&infants=0&pets=0&check_in=2023-02-17&check_out=2023-02-22&previous_page_section_name=1000
9,"Nueva e increíble casa en Morrillos, pasos del mar",Casa de campo entero,La Hacienda,11,9,4, Habitación,4,privado,350.0,-30.12608,-71.36676,"https://maps.google.com/maps?ll=-30.12608,-71.36676&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","La propiedad se encuentra dentro de exclusivo condominio privado, ubicado exactamente en la playa de Morrillos.

Actividades posibles de realizar en la playa: Pesca en el mar (Lenguado, Palometa, Corvina, entre otros), bicicleta, trote, bodyboard, caminatas, fútbol, y actividades varias gracias a que la playa es muy extensa y va muy poca gente.

A 8 minutos caminando se encuentra precioso humedal Adelaida, con distintas especies de aves y flora silvestre.

El condominio privado está a: 3 minutos en auto de Las Tacas, a 5 minutos de Totoralillo (surf), a 10 minutos de Guanaqueros (restaurantes y playa) y a 15 minutos de Coquimbo (caleta, casino, pubs, discoteque, mall, hospital, etc).

La casa está recién terminada, es increíble, muy espaciosa y con excelentes terminaciones. Tiene grandes ventanales y una espectacular terraza con vistas al humedal y a un roquerío en el mar.

La casa tiene un estacionamiento para más de 8 autos, y un lindo jardín alrededor de toda la casa, que combina con el entorno natural y las especies nativas de la zona.","Increíble casa ubicada en condominio privado en una de las mejores playas de Chile (Morrillos). 

Muy espaciosa y moderna, se encuentra a pasos de la playa (350 mts, 5 min caminando) y de humedal.

200 mts2: 4D y 4B (3 en suit), cocina full equipada, living, comedor, gran terraza, salita con TV, logia con lavadora y secadora, patio de servicio y escritorio para teletrabajo.

Capacidad: 11 personas.

Condominio con seguridad las 24 hrs, con nochero y portero permanente.

A 15 minutos de Coquimbo.","['Acceso a playa Privado', 'Frente a la playa']",5.0,6,Rodrigo,05-2014,https://www.airbnb.cl/rooms/541458323912047277?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-05&previous_page_section_name=1000
