,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Puerto Velero, 2 dorm, 2 baños, para 5 personas",Apartamento con servicios incluidos entero,Puerto Velero,Coquimbo,5,5,2, Habitación,2,privado,210.0,-30.24444,-71.47837,"https://maps.google.com/maps?ll=-30.24444,-71.47837&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento full equipado para una increíble estadía. Muy bello y tranquilo Resort. Preciosa vista al mar.

Acceso a mas de 7 piscinas de agua dulce y 3 piscinas de mar. Senderos para caminata por la orilla de la playa, trekking o bicicleta. Hermosos jardines. Spa y gimnasio a 2 minutos, Canchas de tenis, Golf, Futbol, Quinchos para hacer asado. Cajero Automático del banco BCI, Restaurantes en la orilla de la playa, actividades semanalmente, dunas, etc.

Contactarme vía Celular o Whatsapp


Hermosa vista a la plata a 2 minutos del spa y gimnasio, son los nuevos departamentos que se construyeron en el corazón de puerto velero Incluye 2 estacionamientos. Palos de Gold incluidos, juegos de estrategia.",['Costa'],4.53,15,Lucas,12-2019,https://www.airbnb.cl/rooms/41060930?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
1,"Alojamiento con desayuno incluido, por persona #",Habitación privada en bed and breakfast,Vicuña,Coquimbo,7,6,3, Habitación,1compartido,compartido,20.0,-30.03739,-70.70914,"https://maps.google.com/maps?ll=-30.03739,-70.70914&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa amplia, cómoda, con una grata chimenea. Camas confortables. Barrio central a 3 min del centro, terminal de buses y fácil acceso en vehículo. Huerta con arboles frutales y rincones agradables para el disfrute. Atencion de calidad (desayuno y servicio) realizado por sus propios dueños",['Cocina'],4.82,28,Kathy,01-2022,https://www.airbnb.cl/rooms/54166219?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
2,Departamento La Serena frente a la playa y Enjoy,Apartamento con servicios incluidos entero,Coquimbo,Chile,6,5,3, Habitación,2,privado,100.0,-29.94517,-71.29044,"https://maps.google.com/maps?ll=-29.94517,-71.29044&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Frente al mar,  primera línea de la playa,  al lado del casino Enjoy. Vista directa al mar.
Edificio con todas las comodidades,  piscinas, gimnasio, lavandería, portería 24 horas, estacionamiento cubierto. A pocos pasos de los mejores restaurantes, minimarkets, ciclovía y a 20 minutos del aeropuerto de Coquimbo.
Departamento completamente equipado,  con 3 habitaciones,  para 6 personas. Cuenta con tv por cable, internet, cocina equipada, jacuzzi en alcoba principal, ropa de cama y toallas.


El departamento tiene 100m2, cuenta con 3 habitaciones, la alcoba principal es de gran tamaño, con jacuzzi. La segunda y tercera habitación cada una tiene dos camas plaza y media.  La terraza tiene vista directa al mar, con mesa y silla de comedor.","['Acceso a la playa', 'Frente a la playa']",4.74,46,Nohelia,09-2018,https://www.airbnb.cl/rooms/53121256?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
3,Enjoy Marina Oceano a pasos de todo,Apartamento con servicios incluidos entero,La Serena,Coquimbo,5,4,2, Habitación,1,privado,43.0,-29.94398,-71.28837,"https://maps.google.com/maps?ll=-29.94398,-71.28837&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Relájate en esta escapada única y tranquila.,['Cocina'],4.56,9,Cristian,05-2019,https://www.airbnb.cl/rooms/690566835099035255?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
4,Mini depa 1baño privado Estacionamiento privado,Casa particular,Coquimbo,Chile,3,3,2, Habitación,1,privado,11.0,-29.9939,-71.3374,"https://maps.google.com/maps?ll=-29.9939,-71.3374&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate , lugar tranquilo a 5 minutos de la playa la herradura cerca de supermercado y farmacia , espacio con patio y comedor al aire libre , servicio de lavandería llaves independientes y estacionamiento, para 2,3 o 4 personas converzable",['Wifi'],4.60,5,María Lorena,10-2022,https://www.airbnb.cl/rooms/783408984532552046?adults=1&children=0&infants=0&pets=0&check_in=2023-03-10&check_out=2023-03-16&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
5,Suite un pisos con piscina privada # 3,Casa particular,Coquimbo,Chile,4,3,2, Habitación,1,privado,60.0,-30.1976,-71.4224,"https://maps.google.com/maps?ll=-30.1976,-71.4224&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Disfruta de un moderno y muy confortable espacio solo a 100 metros de la extensa Playa (mas de 10 kilometros),['Acceso la playa Público o compartido'],,,Arnaldo,02-2022,https://www.airbnb.cl/rooms/609259019173272761?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
6,"Casa mediterránea, piscina y vista a la cordillera",Casa particular,Diaguitas,Coquimbo,6,8,6, Habitación,2,privado,138.624,-30.01957,-70.83293,"https://maps.google.com/maps?ll=-30.01957,-70.83293&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Ven a vivir la tranquilidad insuperable Del Valle del Elqui. Terraza con vista a la cordillera, full open sky, de 200 m2 con piscina. 
Incluye sector de fogata. 
Emplazada en Puclaro, km 48, Valle del Elqui. 
Hermosa vista a las montañas. Cielos muy despejados. Terraza decorada con guirnalda aérea de ampolletas. Piscina.

Casa en montaña, venir en 4x4.

Máximo 10 pers. con pago adicional.

Se paga aseo.

Zona de desconexión:
No T.v
No wifi
(Aunque llega señal de todas las compañias celulares).


Acceso en 4x4",['Vista a las montañas'],,,Juanita,02-2022,https://www.airbnb.cl/rooms/640354966680192637?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
7,"""Relax Indoors"" La Herradura - Team The Sunsets",Apartamento con servicios incluidos entero,Coquimbo,Chile,7,4,2, Habitación,2,privado,40.328,-29.97995,-71.35099,"https://maps.google.com/maps?ll=-29.97995,-71.35099&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Nos llamamos ¡The Sunsets!, Y te ofrecemos este departamento llamado ""Relax Indoors La Herradura"". 

Fue condicionado por nosotros para que te  desconectes de las banalidades diarias, aislado del bullicio cotidiano, con un espacio elegante y perfectamente ubicado para disfrutar de un amanecer con  el sonido de las olas, un sunset pintado de colores que solo la Región Estrella puede ofrecer o una meditación en la misma playa, ya que el condominio cuenta con acceso directo a la playa, ¡Tú decides!


Este es uno de los 02 departamentos con los que contamos para el deleite de nuestros huéspedes. 

El condominio cuenta con la piscina más grande La Herradura, donde podrán disfrutar niños y adultos, además de quinchos, área de juegos, a pasos de supermercados, estación de servicios, pueblito La Herradura,  y salida directa a la carretera.

Locomoción colectiva a la salida del edificio y en auto llegarás en pocos minutos al centro de Coquimbo y a La Serena.

Qué ofrecemos:

Acceso con cerradura electrónica de tarjeta y/o clave numérica. Olvídate de las llaves cuando vayas a la playa!!

*Red WiFi y acceso GRATUITO a cuentas:
1.- Netflix 
2.- Prime Video
3.- Disney Plus
5.- HBO+

-Dormitorios-
Habitación principal con cama king,  cobertor, almohada y una frazada. Closet espacioso con caja fuerte, TV de 50"", baño privado y salida directa al balcón.
Segunda Habitación con 03 camas, 01 de dos plazas, 01 de Plaza y media y 01 de plaza, además cuenta con cobertor y frazada.

* Se incluyen en el servicio, toallas y sábanas.

-Comedor y sala de estar-
Comedor para cuatro personas, sofá cama, dos pouf, dos taburetes y Televisión Smart Tv de 50"" de última generación junto a un Sistema de Audio 5.1 Surround.

-Cocina-
Cuenta con refrigerador, cafetera, tostadora, microondas, horno y cocina eléctricos, hervidor, ollas, vajilla, vasos, copas, etc. Además de una lavadora con secadora.

-Baño-
Cuenta con dos baños, ambos con ducha y lavamanos.
Papel higiénico y una reposición.

* Se solicita favor respectar el reglamento interno del condominio, el que regula el correcto uso de las áreas comunes y piscina.

* No fumar en el interior del departamento.

* Evitar actividades ruidosas como fiestas en el interior del departamento. Por favor sea respetuoso con los demás residentes.

* El departamento esta pensado y equipado para 4 personas, no obstante, previo aviso,  no hay problema con admitir a más personas.

-Registro de entrada / salida-
*Check-in desde 15:00 hrs a 18:00 hrs (sujeto a mutuo acuerdo)
*Check-out 12:00 hrs.","['Acceso a playa Público o compartido', 'Frente a la playa']",4.97,29,Paula,09-2021,https://www.airbnb.cl/rooms/52276740?adults=1&children=0&infants=0&pets=0&check_in=2023-03-07&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
8,Big SOTO HAUS,Casa particular,Coquimbo,Chile,12,9,3, Habitación,2,privado,184.401,-29.97582,-71.32435,"https://maps.google.com/maps?ll=-29.97582,-71.32435&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa grande en primera línea con vista al mar en Totoralillo. El lugar perfecto para familias o grupos grandes que quieran descansar y relajarse a pocos minutos de la playa. Equipada con todo lo que puedas necesitar para una escapada ideal. Cocina grande con mesón amplio, espacios grandes y tres habitaciones con camas king. Quincho, arenero y piscina. Ideal para quedarse disfrutando de la vista y la casa o salir a hacer caminatas.


Esta es nuestra casa familiar que está equipada para alojar hasta a 12 personas. Tiene una gran cocina abierta con mesón central que cuenta con todo lo necesario para preparar y disfrutar ricas comidas. Tendrás disponible para usar toallas y ropa de cama.
En el patio hay un arenero, quincho, piscina y duchas exteriores para quitarse la arena después de volver de la playa.",['Acceso la playa Público o compartido'],4.80,10,Carmen Luz,06-2016,https://www.airbnb.cl/rooms/51423601?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
9,Acogedor bed and breakfast con piscina,Habitación privada en bed and breakfast,Vicuña,Coquimbo,7,6,3, Habitación,2,privado,18.5,-30.0322,-70.7094,"https://maps.google.com/maps?ll=-30.0322,-70.7094&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Disfruta del fácil acceso a tiendas y restaurantes populares desde este encantador espacio para quedarte.,['Cocina'],5.0,6,Héctor,03-2018,https://www.airbnb.cl/rooms/720055197591525393?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=cbaf0a22-2f26-4260-95b1-9c6677b63915
