,Titulo1,Titulo2,Comuna,Region,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Cabaña vicuña valle del Elqui, Lunita del cerro",Cabaña entero,Vicuña,Coquimbo Region,6,5,2, Habitación,1,privado,60.0,-30.04956,-70.71994,"https://maps.google.com/maps?ll=-30.04956,-70.71994&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lugar rodeado de naturaleza, con linda  vista a la cuidad de vicuña y al cerro Mamalluca, ideal para el descanso.

El espacio
Cabaña totalmente equipada. Cuenta con terraza, hamacas , parrilla y piscina compartida",['Cocina'],4.48,119,Miri,01-2019,https://www.airbnb.cl/rooms/31572028?adults=1&children=0&infants=0&pets=0&check_in=2023-03-04&check_out=2023-03-09&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
1,Cabañas Valle del Elqui con tina caliente,Cabaña entero,Vicuña,Coquimbo Region,6,6,2, Habitación,1,privado,110.0,-30.03152,-70.70876,"https://maps.google.com/maps?ll=-30.03152,-70.70876&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cabaña totalmente amoblada hasta 6 personas
Piscina con vista panorámica
Tina caliente, uso exclusivo cabaña ( valor adicional )
Cielos despejados para disfrutar de las noches para mirar las estrellas y sin contaminación lumínica.
Hermosa vista panorámica hacia la ciudad de Vicuña y el Valle de Elqui
Ideal para disfrutar de la tranquilidad del sector",['Cocina'],4.81,73,Rodrigo,07-2019,https://www.airbnb.cl/rooms/38991972?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
2,Casa de Viento,Casa de campo entero,Diaguitas,Región de Coquimbo,8,6,2, Habitación,2,privado,60.0,-30.02323,-70.63417,"https://maps.google.com/maps?ll=-30.02323,-70.63417&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Un entorno privilegiado a los pies del cerro Mamalluca que rodea una centenaria construcción que sus dueños han habilitado para el descanso y el  goce de quienes disfrutan la magia y tranquilidad del Valle de Elqui.

El espacio
Hermosos jardines, con comedores exteriores y amplia piscina, rodeados de una naturaleza sobrecogedora. Armonía y equilibrio entre campo y modernidad.",['Cocina'],4.93,97,Jimena,06-2019,https://www.airbnb.cl/rooms/35275672?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
3,Valle del Limarí. Tranquilidad y descanso,Cabaña entero,Ovalle,Coquimbo,5,4,2, Habitación,1,privado,70.0,-30.754,-70.8434,"https://maps.google.com/maps?ll=-30.754,-70.8434&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Parcela de agrado donde se adecuó esta cabaña. Es para quienes deseen conocer las bellezas y la paz del Valle del Limarí . Materiales rústicos. Rodeado de árboles frutales y naturaleza nortina  de la que pueden disfrutar incluyendo los cielos estrellados o las noches de Luna llena.

El espacio
Está equipada con todo lo necesario para cocinar.. Posee un hermoso quincho para los asados. También pueden conseguir una persona que pueda colaborar en hacer comida o comprar, como pan amasado etc.",['Vista al canal'],4.91,22,Migdalel,11-2019,https://www.airbnb.cl/rooms/40566558?adults=1&children=0&infants=0&pets=0&check_in=2023-03-03&check_out=2023-03-09&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
4,"Bungalow/cabaña en la Herradura, Coquimbo.",Cabaña entero,Coquimbo,Región de Coquimbo,4,3,2, Habitación,1,privado,35.0,-29.99769,-71.39269,"https://maps.google.com/maps?ll=-29.99769,-71.39269&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedora cabaña con gran vista al mar, inserta áreas silvestres protegidas. Espacios iluminados y terraza, que permitirán hacer de tu descanso una experiencia íntima bajo uno de los cielos más limpios del mundo. Se encuentra en condominio ecológico privado, sector rural ""El Panul"" localidad de la Herradura (NO ES ZONA DE BALNEARIO), a minutos de playas y ciudades, pero separado  de la ruta 5 norte  por 4 km de camino de tierra (NECESARIO AUTOMÓVIL para ingresar o salir de la comunidad).


La tranquilidad del lugar, lejos de turistas, pero a la vez a pocos minutos en automóvil de las principales playas y centros comerciales. La vista, y el entrono silvestre que se puede recorrer a pie hasta llegar al mar (no apto para baño) durante el día, y el silencio del que se puede disfrutar bajo las estrellas durante la noche.",['Cocina'],4.72,69,Denisse Daniela,03-2017,https://www.airbnb.cl/rooms/18139777?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
5,Acogedora Cabaña en Corazón de Valle de Elqui,Cabaña entero,La Serena,Región de Coquimbo,4,3,2, Habitación,1,privado,65.0,-29.99621,-70.53524,"https://maps.google.com/maps?ll=-29.99621,-70.53524&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Cabaña completamente equipada, cerca del río claro, en la localidad de Tres Cruces zona rural y alejada de bullicio de la cuidad. Ideal para descansar y conectarse con la naturaleza, el canto de las aves, la suave brisa, los cielos mas claros ideal para quienes disfrutan de la astronomía y también de la ufología. El servicio además cuenta con desayuno tipo campestre con pan amasado, mermeladas caseras, huevos de campo, té de remojo con hierbas cordilleranas, etc para degustar el sabor del campo.


Lugar campestre amplio con entorno natural en un terreno de 7.000 metros aproximadamente; son sólo dos cabañas",['Vista a las montañas'],4.93,59,Yasmín Rocio,05-2019,https://www.airbnb.cl/rooms/36284531?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-10&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
6,Casa con piscina en Cond Agua Dulce Huentelauquén,Alojamiento entero,Angostura,Coquimbo,8,5,3, Habitación,2,privado,200.0,-31.5149,-71.5605,"https://maps.google.com/maps?ll=-31.5149,-71.5605&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa Nueva, recién construida en Condominio Agua Dulce. El condominio tiene acceso controlado, seguridad permanente y acceso directo a la playa, cuenta con 5 canchas de tenis , 3 canchas de futbolito, caleta de pescadores, juegos para niños y senderos para trekking sin costo extra. 

La casa tiene una hermosa vista a toda la bahía y una piscina de 8 x 4 mts, muy amplia para toda la familia.


La vista al mar es increible, todo el frente de la casa es vidreado, por ende la vista es completa y despejada al mar. El condominio cuenta con caminos con maicillo compactado, ideal para salir a correr, andar en bicicleta o caminar.",['Cocina'],5.0,5,Rodrigo,06-2016,https://www.airbnb.cl/rooms/804957401975945423?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-11&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
7,"Casa refugio ecológico, Huentelauquén.",Cabaña entero,Huentaleuquen,Coquimbo,4,2,2, Habitación,2,privado,140.0,-31.53012,-71.57256,"https://maps.google.com/maps?ll=-31.53012,-71.57256&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Refugio con dos habitaciones, dos baños, patio interior en primera línea con bajada directa a la playa.
Casa publicada en libros de arquitectura

Acceso de los huéspedes
Esta comunidad está alejada de la ruta, es un espacio seguro y puedes manejarte completamente a pie entre playa y casas. Compras y aprovisionamiento en el pueblo de Huentelauquen.",['Vista a la playa'],4.60,5,Antonella,10-2021,https://www.airbnb.cl/rooms/54121906?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
8,"Casa en Tongoy, frente a Playa Socos. Gran vista.",Alojamiento entero,Coquimbo,Región de Coquimbo,9,7,4, Habitación,2,privado,81.0,-30.2543,-71.4942,"https://maps.google.com/maps?ll=-30.2543,-71.4942&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa con terraza ubicada frente al mar, con vista hacia playa Socos.
Cercana a la playa, lo cual el sonido del mar y sus olas se oyen a toda hora.
Quienes deciden quedarse, relatan que se sienten como en casa. La mayoría desea volver.
Bienvenidos a vivir en nuestro hogar
Amor, paz, alegría.


Su ubicación a 50 metros de la playa la hace un lugar perfecto para relajarse y sentir el mar.
Ideal para familias con niños, ya que cumple con un entorno seguro.",['Vista al mar'],4.81,63,Esteban,07-2019,https://www.airbnb.cl/rooms/18473526?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
9,Casa Familia Vista 360° Piscina Condom. Ensenada,Cabaña entero,Los Vilos,Región Metropolitana,8,4,4, Habitación,3,privado,150.0,-32.00303,-71.51988,"https://maps.google.com/maps?ll=-32.00303,-71.51988&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en este tranquilo lugar para quedarse. 
Condom. Ensenada
Casa  140 M2.  hermosas vistas panorámicas en 360°.
Se desarrolla en 4 niveles; Nivel Dormit. principal, Nivel casa, Nivel deck piscina, Nivel de Acceso vehicular.  Rodeada de  amplias terrazas con barandas vidriadas.
Habilitada para 8 personas , Cocina integrada, espacios  de gran altura. Piscina incorporada a medio nivel de terraza principal. Acceso a playita interior del condominio a 650 mts. desde la casa .


Casa construida sobre roca, rodeada de terrazas con vista al mar, piscina en deck de madera, medio nivel bajo nivel de la casa.  Estar - Comedor y Cocina integrados en un solo espacio con vista al mar al igual que todos los dormitorios. Ventanas termo panel de PVC. excelente  aislación.",['Acceso a la playa'],,,Victor Hugo,01-2023,https://www.airbnb.cl/rooms/808713835019164326?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
10,"Agradable Casa Condominio Aguadulce, Huentelauquén",Alojamiento entero,Angostura,Coquimbo,8,6,3, Habitación,2,privado,205.0,-31.52279,-71.55178,"https://maps.google.com/maps?ll=-31.52279,-71.55178&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate con toda la familia en este tranquilo lugar para quedarse. La casa está cerca de la playa, accesible caminando. El condominio tiene lindos senderos, rambla costera, dunas y una caleta (Puerto Manso). Cuenta, además con juegos infantiles, 2 canchas de fútbol y 5 de tenis, que están a dos minutos caminando desde la casa. Es un lugar ideal para realizar caminatas, andar en bicicleta y disfrutar de la naturaleza.


La casa cuenta con living, comedor, cocina integrados con salida a una terraza amplia con vista al mar y a un espacio trasero ideal para hacer asados y fogatas, relajarse y mirar las estrellas. En este espacio hay una mesa amplia, parrilla, sillas de playa, banquetas y fogón. 

El dormitorio principal tiene una cama king, baño privado y salida a terraza con sillas adirondack y una pequeña mesa. 

En el otro extremo de la casa hay dos dormitorios que comparten un baño. Uno tiene un camarote con dos camas y el otro, más amplio, cuenta con una cama matrimonial, un camarote con dos camas y un escritorio. 

Todos los dormitorios poseen amplios closets. 

Además, la casa cuenta con una bodega donde se encuentra la lavadora.",['Acceso a la playa'],4.92,13,Macarena,07-2016,https://www.airbnb.cl/rooms/53480974?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
11,Casa en la playa (entre Pichidangui y los Vilos),Alojamiento entero,Los Vilos,Coquimbo,5,4,2, Habitación,2,privado,155.0,-32.00883,-71.51633,"https://maps.google.com/maps?ll=-32.00883,-71.51633&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,"['Acceso a la playa', 'Frente a la playa']",4.74,34,Francisco,11-2016,https://www.airbnb.cl/rooms/47373666?adults=1&children=0&infants=0&pets=0&check_in=2023-03-13&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
12,Cabaña rustica moderna frente al mar.,Cabaña entero,La Ligua,Valparaíso,7,6,3, Habitación,1,privado,76.0,-32.28273,-71.47133,"https://maps.google.com/maps?ll=-32.28273,-71.47133&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Maravillosa cabaña rustica frente al mar. Ideal para familias que buscan tranquilidad. En un espacio totalmente seguro, ideal para descansar.

Otros aspectos a destacar
Por protocolos covid la cabaña no cuenta con toallas, como medida preventiva te recomendamos traer las tuyas. Además tiene un suministro 1.000 litros de agua, en caso de necesitar la recarga extra, tiene un valor de $10.000.
La tinaja ( hot tub) es un servicio adicional, no está incluida dentro del valor de la cabaña.",['Vista al mar'],4.81,64,Jazmin,07-2021,https://www.airbnb.cl/rooms/51299856?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-18&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
13,"Casa Luz. EN LA PLAYA. Las Mostazas, Guanaqueros",Alojamiento entero,Coquimbo,Chile,8,7,3, Habitación,"3,5",privado,275.0,-30.18138,-71.39205,"https://maps.google.com/maps?ll=-30.18138,-71.39205&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Una casa preciosa,  hecha con mucho amor, en la playa misma, patitas en la arena. A 50 pasos del mar. Un lugar tranquilo, maravilloso, de conexión con la naturaleza. Dan ganas de quedarse para siempre :)

Ecológica, bien aislada, full eléctrica, con paneles solares y reutilización de aguas para el jardín. 

Esta dentro del condominio Las Mostazas. En una playa increíble. A 10 mins en auto de Guanaqueros, 20 de Tongoy y 45 de la serena. Llegan las compras del Jumbo a la puerta de la casa.


La casa tiene 3 piezas ricas, cada una con su baño. Más un baño de servicio o de playa y parrilla. Tiene un espacio común grande con una barra y un comedor grande también. Una rica y amplia terraza con parrilla, fogón, estar reposeras y comedor exteriores. 

Hay en la parte de abajo del jardín una zona de fogata, también con parrilla y mesón para hacer un asado mas acampado. 

Dejamos siempre 2 stand up paddle y salvavidas de distintos tamaños para salir a remar por el mar. Una experiencia preciosa.

Hay también para el fin del día, y con la
idea de cuidar el agua, una ducha playera, justo antes de la subida a la casa, para bañarse rápido y sacarse la sal y arena antes de subir.",['Vista al océano'],5.0,15,Camila,05-2014,https://www.airbnb.cl/rooms/53001224?adults=1&children=0&infants=0&pets=0&check_in=2023-03-08&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
14,Acogedora casa en Pichidangui (la negrita),Alojamiento entero,Pichidangui,Coquimbo,7,7,3, Habitación,2,privado,75.0,-32.14205,-71.52809,"https://maps.google.com/maps?ll=-32.14205,-71.52809&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Acogedora casa en el pueblo de Pichidangui. 5 minutos caminando a la costanera y la playa. 
Casa completamente equipada para familias con niños. Cuenta con estufa, chimenea, parrilla para asados, buen patio y lindo jardín. Ideal para desconectarse y disfrutar de largas caminatas en fines de semana largos y vacaciones. Cerca de centros de buceo. Comercio y gastronomía en la caleta del pueblo.
Amplio estacionamiento. Cercana a comisaría y bomberos.


Por su construcción la casa es muy iluminada y amplia. Cuenta con quitasoles, sillas y juegos para la playa. Disponible DirecTV Prepago para recarga.
Se deben llevar:
- Toallas (baño y playa)
- Mantel rectangular y circular, grandes
- Sábanas (hay dos camas de 2P y 4 de 1P)
- Comida
- Se recomienda comprar agua (hay bidón retornable)
- Artículos de aseo y uso personal",['Cocina'],4.88,60,Carlos,05-2012,https://www.airbnb.cl/rooms/45883871?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
15,Huentelauquen. Condominio Agua Dulce,Alojamiento entero,Chile,,10,8,5, Habitación,3,privado,195.0,-31.58382,-71.53547,"https://maps.google.com/maps?ll=-31.58382,-71.53547&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Casa en Agua Dulce. El condominio tiene acceso directo a la playa, 2 canchas de futbol, 5 de tenis, juegos infantiles, 1 caleta, senderos caminatas.
La casa tiene vista al mar, se puede ir caminando a la playa y hay un sector de fogón muy cómodo.
Para 10 personas (máximo 4 adultos) 
1er Piso:
- Living, comedor y cocina
- Pieza matrimonial
- Pieza con dos camas de 1 plaza
- Pieza pequeña con 1 camarote 
- 2 baños
2do Piso:
- Pieza matrimonial
- Pieza con dos camas 
- 1 baño pequeño


La vista al mar es preciosa y desde toda la casa. El condominio es muy lindo y equipado. Ideal para paseos caminando, en bicicleta, la playa es excelente y la fauna es much",['Vista al patio'],4.73,50,Francisca,05-2015,https://www.airbnb.cl/rooms/23730857?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-07&previous_page_section_name=1000&federated_search_id=fda1cd43-c939-4220-a0cb-9e0269bdefa8
