,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,"Depto 4 personas guanaqueros, hermosa vista al mar",Vivienda rentada entero,Guanaqueros,4,3,2, Habitación,1,privado,45.0,-30.19492,-71.43144,"https://maps.google.com/maps?ll=-30.19492,-71.43144&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Es un ambiente muy agradable al sonido de las olas del mar, en el área de los vecinos se cuenta con departamentos para arriendos.","Un lugar acogedor, una vista envidiable a la bahia de Guanaqueros. A pasos de la playa (5 minutos), botilleria y minimarket.

El espacio
Es un lugar muy cómodo incluye televisión de 32"" en el living y un televisor de 48"" en la habitación principal, cuenta con cocina totalmente equipada y para el invierno cuenta con calefacción con estufa eléctrica.",['Acceso a la playa'],4.91,56,Sebastian,01-2019,https://www.airbnb.cl/rooms/31718851?adults=1&children=0&infants=0&pets=0&check_in=2023-03-12&check_out=2023-03-17&previous_page_section_name=1000
1,"Las Tacas, amplio departamento, primera línea.",Condo entero,Coquimbo,12,11,6, Habitación,4,privado,350.0,-30.09091,-71.36265,"https://maps.google.com/maps?ll=-30.09091,-71.36265&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"El departamento está ubicado en un exclusivo balneario, es duplex, muy iluminado, con vistas espectaculares y cuenta con todo para pasar unas lindas vacaciones.","['Acceso a la playa', 'Frente a la playa']",5.0,12,Ana María,10-2015,https://www.airbnb.cl/rooms/35916512?adults=1&children=0&infants=0&pets=0&check_in=2023-03-05&check_out=2023-03-10&previous_page_section_name=1000
2,Increible casa de playa en Huentelauquen !!,Vivienda rentada entero,Huentaleuquen,10,8,4, Habitación,2,privado,200.0,-31.5343,-71.5663,"https://maps.google.com/maps?ll=-31.5343,-71.5663&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Zona muy tranquila con acceso caminando a 2 playas.,"Linda casa en Huentelauquén a solo 300 mts de la playa y con vista al mar. 2 familias pueden ir comodamente sin problema. 
Suite matrimonial en altura, terraza delantera y trasera, hot tub empotrado en la terraza, bosca en el living y pieza principal, bodega, ducha exterior para despues de la playa, cortinas roller black out en piezas, arenero para niños, entre muchos otros detalles. 
Lugar increible para disfrutar de la playa, el mar, las dunas, roqueríos, y paseos a los alrededores.


Suite matrimonial, pieza matrimonial y dos piezas con un camarote y una cama nido bajo la cama posterior. Margarita los recibe y los despide. Ella estará atenta a dudas que puedan tener, y yo atento desde Santiago.","['Acceso a la playa', 'Frente a la playa']",4.67,18,Andrés,02-2016,https://www.airbnb.cl/rooms/48082536?adults=1&children=0&infants=0&pets=0&check_in=2023-02-24&check_out=2023-03-01&previous_page_section_name=1000
3,Excelente Dept 3D2B serena golf,Vivienda rentada entero,La Serena,7,5,3, Habitación,2,privado,180.0,-29.84356,-71.27909,"https://maps.google.com/maps?ll=-29.84356,-71.27909&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Relájate en esta escapada única y tranquila.
En un entorno extenso de naturaleza, playa , dunas y humedales.
Lugar ecológico 
Primer piso frente al mar , actividades infantiles en el Club House . Fútbol , tenis ecuestre.
Un lugar inolvidable",['Acceso a la playa'],,,Laura,10-2015,https://www.airbnb.cl/rooms/788307124431354265?adults=1&children=0&infants=0&pets=0&check_in=2023-02-22&check_out=2023-02-27&previous_page_section_name=1000
4,Departamento en exclusivo condominio Serena Golf,Vivienda rentada entero,La Serena,7,7,4, Habitación,3,privado,150.0,-29.83486,-71.27947,"https://maps.google.com/maps?ll=-29.83486,-71.27947&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Lugares de interés: la playa, actividades en familia, vida nocturna,  Te va a encantar mi lugar debido a las vistas, la ubicación, el ambiente, y la gente.","['Acceso a la playa', 'Frente a la playa']",4.71,7,Susana,02-2014,https://www.airbnb.cl/rooms/14731710?adults=1&children=0&infants=0&pets=0&check_in=2023-03-02&check_out=2023-03-08&previous_page_section_name=1000
5,Depto - - 2 - - 1 línea Guanaqueros,Vivienda rentada entero,Coquimbo,5,4,2, Habitación,1,privado,126.0,-30.19109,-71.4056,"https://maps.google.com/maps?ll=-30.19109,-71.4056&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,['Cocina'],5.0,5,Ivan,10-2018,https://www.airbnb.cl/rooms/40703920?adults=1&children=0&infants=0&pets=0&check_in=2023-02-28&check_out=2023-03-05&previous_page_section_name=1000
6,DEPARTAMENTO EXCLUSIVO DE GOLF LA SERENA,Vivienda rentada entero,La Serena,6,5,3, Habitación,2,privado,145.0,-29.84057,-71.27949,"https://maps.google.com/maps?ll=-29.84057,-71.27949&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Espectacular departamento frente al mar. Cuenta con 3 dormitorios, 2 baños y 1 estacionamiento. El departamento esta muy bien equipado y cómodo. La Serena Golf cuenta con muchas actividades como Golf, tenis, equitación, canchas de futbol, surf, club house para comer o tomar algo y extensas playas para caminar y admirar preciosos atardeceres. 

Disponible arriendo temporada y año corrido/Alquiler de temporada y todo el año/Disponible para la temporada y para todo el año


Espectacular departamento frente al mar. Tiene 3 dormitorios, 2 baños y 1 parking. El departamento está totalmente equipado y es muy cómodo. La Serena Golf tiene muchas actividades como golf, tenis, paseos a caballo, fútbol, surf, casa club para comer o beber y extensas playas para caminar y admirar hermosos atardeceres.

Espectacular apartamento con vistas al mar. Tiene 3 dormitorios, 2 baños y 1 parking. El apartamento está muy bien equipado y es muy cómodo. Serena Golf ofrece muchas actividades como golf, tenis, paseos a caballo, fútbol, surf, casa club para comer o beber y extensas playas para caminar y admirar las hermosas puestas de sol.","['Acceso a la playa', 'Frente a la playa']",5.0,4,Pablo,03-2017,https://www.airbnb.cl/rooms/31185442?adults=1&children=0&infants=0&pets=0&check_in=2023-02-22&check_out=2023-02-28&previous_page_section_name=1000
7,"Siente la diferencia, inigualable Vista al Mar!!",Vivienda rentada entero,Coquimbo,5,4,2, Habitación,1,privado,66.0,-29.94263,-71.28993,"https://maps.google.com/maps?ll=-29.94263,-71.28993&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Puedes disfrutar de un lugar tranquilo y seguro.,"IDEAL PARA TELETRABAJO! EXCELENTE WIFI!!! 
Hermoso, moderno y acogedor departamento a pasos del mar! Ubicado en un noveno piso. 
A sólo  400 mts del casino Enjoy encuentra este maravilloso espacio para disfrutar, relajarse y conocer La Serena y Coquimbo.
Cercano a bares y restaurant.
Equipado con todo lo necesario para disfrutar de un descanso.
El departamento cuenta con dos habitaciones, cuatro camas, baño, cocina equipada, estacionamiento y  una maravillosa terraza con vista al mar.


El Condominio Club Océano cuenta con piscina exterior y una hermosa vista al mar.
Además cuenta con gimnasio, piscina temperada y quincho con vista panorámica, al cual se puede acceder previa reserva y pago adicional.","['Acceso a la playa', 'Frente a la playa']",4.98,58,Marianela,07-2016,https://www.airbnb.cl/rooms/36484617?adults=1&children=0&infants=0&pets=0&check_in=2023-03-04&check_out=2023-03-09&previous_page_section_name=1000
8,Departamento Serena Golf con vista al mar.,Condo entero,La Serena,9,8,4, Habitación,3,privado,144.0,-29.83572,-71.28081,"https://maps.google.com/maps?ll=-29.83572,-71.28081&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Máxima tranquilidad, ideal para que los niños salgan a pasear en bicicleta, a patinar, etc. Para niños hasta 12 años Serena Golf cuenta con Club House con actividades todos los días (deporte, cine, bingos)","Departamento de más de 100 mt2, ubicado en primera línea con preciosa vista al mar y a la costanera, 4 dormitorios, 3 baños en impecable estado, terraza equipada con parrilla. Dos estacionamientos. Ubicado frente a las canchas de Golf.

El espacio
El 4to dormitorio cuenta con litera y baño privado, se puede usar como dormitorio de servicio.","['Acceso a la playa', 'Frente a la playa']",4.76,25,Esteban,01-2017,https://www.airbnb.cl/rooms/22689572?adults=1&children=0&infants=0&pets=0&check_in=2023-02-27&check_out=2023-03-04&previous_page_section_name=1000
9,Departamento en La Serena,Condo entero,La Serena,4,3,2, Habitación,1,privado,103.0,-29.8991,-71.2725,"https://maps.google.com/maps?ll=-29.8991,-71.2725&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Supermercado cerca, Laguna navegable,","Moderno y muy cómodo depto nuevo

El espacio
Vista al mar, faro y bahía de Coquimbo","['Acceso a la playa', 'Frente a la playa']",5.0,12,Eduardo,05-2019,https://www.airbnb.cl/rooms/34479004?adults=1&children=0&infants=0&pets=0&check_in=2023-02-18&check_out=2023-02-25&previous_page_section_name=1000
