,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Espectacular Depto con enorme jardín y vista,Vivienda rentada entero,Puerto Velero,6,7,4, Habitación,3,privado,200.0,-30.237,-71.47854,"https://maps.google.com/maps?ll=-30.237,-71.47854&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","El Condominio Puerto Velero cuenta con numerosas piscinas de uso abierto para todos los huéspedes, dos piscinas de mar, restoranes y bares con excelente y variada cocina. Cuenta con vigilancia 24/7 y amplio esparcimiento y diversión para niños, jóvenes y adultos.
Además cuenta con supermercado, canchas deportivas (tenis, fútbol, volleyboll), spa, gimnasio, cancha de golf y marina. La playa Socos, por su parte, es quizás la mejor playa de Chile.
Tongoy se encuentra a solo 10 minutos en auto y cuenta con farmacias, supermercados, verdulerías, feria, caleta de pescadores, excelentes restoranes y lugares para pasear.","Este departamento cuenta con amplio espacio de esparcimiento y privacidad para sus ocupantes. 3 baños equipados con ducha, 4 habitaciones, cocina con full equipamiento, lavavajillas, lavarropas y secadora. 
El departamento cuenta con living cómodo, espacioso y acogedor. El comedor cuenta con amplia y elegante mesa de piedra. 
La terraza da a un enorme jardín y a una asombrosa vista a la Bahía de Tongoy.

Por 35mil extra al día puedes contratar los servicios de cocinera y asesora del hogar.


El departamento está amoblado con motivos marítimos y se encuentra a una distancia equidistante entre la playa y la piscina de mar.",['Vista a la bahía'],4.79,19,Fran,05-2012,https://www.airbnb.cl/rooms/574678466386909984?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-08&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
1,Departamento para 6 con piscina y estacionamiento,Condo entero,La Serena,6,5,3, Habitación,2,privado,50.114,-29.90266,-71.26364,"https://maps.google.com/maps?ll=-29.90266,-71.26364&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,Disfruta de gratos momentos junto a los tuyos en un lugar cómodo tranquilo y bien conectado con servicios y lugares turísticos que encontraras a menos de 10 minutos a la redonda.,['Vista al horizonte de la ciudad'],5.0,6,Pablo,02-2020,https://www.airbnb.cl/rooms/710241384429042878?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
2,Dpto increíble vista al mar con terraza amplia ♡,Vivienda rentada entero,Los Molles,8,6,3, Habitación,2,privado,98.1,-32.23656,-71.51059,"https://maps.google.com/maps?ll=-32.23656,-71.51059&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,,"['Acceso a la playa', 'Frente a la playa']",4.87,45,Sara,02-2018,https://www.airbnb.cl/rooms/46479012?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
3,La Serena maravillas de Chile,Condo entero,La Serena,4,6,3, Habitación,2,privado,28.0,-29.89289,-71.25107,"https://maps.google.com/maps?ll=-29.89289,-71.25107&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Condominio con estacionamiento privado y piscina y seguridad las 24 hrs.,"El depto tiene cerca dos supermercados y esta cinco minuto en auto a la costanera Av del mar, donde encontrarás restaurantes ,bares y paseos en  bicicletas, condominio con seguridad 24 hrs y estacionamiento privado, y bastante locomoción.

El espacio
Tres dormitorios, dos baños cocina americana equipada  balcón, lugar tranquilo.Terraza con vista a la horizonte con puesta de sol.",['Cocina'],4.58,67,Marcelo,06-2018,https://www.airbnb.cl/rooms/25921153?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
4,Depto 3matri 12pers Laguna del mar playa privada.,Vivienda rentada entero,La Serena,10,8,4, Habitación,"2,5",privado,91.787,-29.89822,-71.27169,"https://maps.google.com/maps?ll=-29.89822,-71.27169&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","laguna del mar, es un recinto privado que cuenta con comodidades de resort. es tranquilo y tiene zona de cafeteria y minimarket dentro de el.","mi departamento es grande e iluminado , tiene una gran vista hacia el mar y hacia dentro de el establecimiento, incluyendo piscinas y laguna.
cuenta con 2 estacionamiento de vehículos.
es muy cercano a supermercados, shopping y restaurantes, esto es a menos de 14 minutos caminando y 5 minutos en vehículo.
hay muchas actividades dentro del establecimiento, ya sea nadar, jugar tenis, andar en kayak, trecking, etc.
ideal para familias y amigos que quieran disfrutar  tranquilas vacaciones.


Departamento con hermosa vista al mar. Se encuentra en el piso 7. No tiene malla de seguridad para niños, pero tiene una gran baranda 
Distribucion:
-Una cama matrimonial con baño privado y tv con Netflix ( Cuenta personal de  cada uno)
- Una cama matrimonial.
- Una cama matrimonial.
- 2 camarotes (duermen 4.)
- 2 futon duermen 4. (living)

No cuenta con sistema de calefacción central habilitado, pero contamos con una estufa potente a parafina, que es capaz de calentar todo el departamento. ( La parafina no está incluida, y hay un bidón para comprarla)

La parrilla funciona a gas, el cual está incluido.

Sugiero leer la sección ""Otras detallesa destacar o otras notas"" para revisar gastos/cobros adicionales.",['Vista a la bahía'],4.54,40,MurphyGroup,11-2015,https://www.airbnb.cl/rooms/21119436?adults=1&children=0&infants=0&pets=0&check_in=2023-03-10&check_out=2023-03-16&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
5,"PUERTO VELERO, PRECIOSO RESORT LA MEJOR UBICACION",Condo entero,Tongoy,9,8,4, Habitación,3,privado,200.0,-30.25086,-71.49892,"https://maps.google.com/maps?ll=-30.25086,-71.49892&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",Puerto Velero está cerca de la caleta de Tongoy donde podrán disfrutar deliciosos mariscos y pescados frescos. También en Coquimbo se encuentra el Casino y en la Serena hay muchos puntos turísticos de interés. Otro paseo interesante es visitar Valle del Elqui.,"UBICADO A UN PASO DE LA PLAYA, EN PRIMERA LINEA, JUNTO A FUNICULAR,  A POCOS PELDAÑOS DE LA CALLE, EXCELENTE CLIMA. EL DEPARTAMENTO ES MUY AMPLIO Y ESTA EQUIPADO PARA 9 PERSONAS CON TODO LO NECESARIO PARA DISFRUTAR UNAS EXCELENTES VACACIONES. PISCINAS NATURALES, TENNIS, GIMNASIO.

El espacio
Es un lugar amplio y luminoso, con preciosa vista, gran terraza, cómodo. Tiene wifi. El mejor acceso a la playa.",['Cocina'],4.65,37,Bernardita,11-2015,https://www.airbnb.cl/rooms/10033653?adults=1&children=0&infants=0&pets=0&check_in=2023-03-06&check_out=2023-03-13&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
6,Ubicación genial en 4 esquinas. A pasos del mar,Condo entero,La Serena,6,5,3, Habitación,2,privado,75.0,-29.92386,-71.2742,"https://maps.google.com/maps?ll=-29.92386,-71.2742&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Barrio residencial y playero, cercano a comercios, restaurantes, panaderías y oficinas de turismo.","Amplio y cómodo Depto. de 3 dormitorios y 2 baños, ubicado en el sector de 4 esquinas, a  una cuadra y media de la playa.

Ubicación fantástica, cercana a servicios de turismo, gastronomía, entretenimiento y comercio, entre otras cosas

Hay wifi y TV cable. 
Smart TV en dos dormitorios y en el living. 
1 Estacionamiento privado dentro del complejo. También hay piscina, quinchos y sala de juegos (taca taca/ping pong).
3er piso.
Opción de arrendar sábanas si no viajas con ellas


El departamento está ubicado en el tercer piso de un condominio nuevo y con lindo diseño. Queda cerca de todo lo que necesitas para pasar agradables días de descanso (comercio, restaurantes y lugares de interés). El lugar está muy cerca de la playa, puedes ir caminando y te tomará 3 minutos.
El conjunto residencial tiene áreas verdes, quinchos techados y bien delimitados, piscina y juegos infantiles.
La decoración del departamento es minimalista y es realmente muy confortable.",['Vista al jardín'],4.68,19,Macarena,03-2018,https://www.airbnb.cl/rooms/52528292?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
7,"Puerto Velero, Arriendo dpto. Vista al Mar1° piso",Vivienda rentada entero,Puerto Velero,8,7,3, Habitación,3,privado,150.0,-30.24166,-71.47662,"https://maps.google.com/maps?ll=-30.24166,-71.47662&z=14&t=m&hl=es&gl=CL&mapclient=apiv3",,"Departamento en Pto. Velero para 8 personas a 100 mts de la playa , con una vista privilegiada al mar y la bahía. Totalmente equipado. 3 dormitorios, principal en suite, 3 baños, Terraza. Accesos controlados, piscina, áreas verdes, estupenda playa, minimarket, restaurant, canchas de Tenis, futbol, gimnasio Quincho para asados, escuela de surf y buceo, etc. Senderos para pasear, trotar, andar en bicicleta""",['Vista a la bahía'],4.55,11,Francisco,04-2019,https://www.airbnb.cl/rooms/47986455?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
8,"Cómodo Depto con Piscina, Terraza y quincho !!!",Vivienda rentada entero,La Serena,7,5,3, Habitación,2,privado,51.0,-29.8989,-71.26821,"https://maps.google.com/maps?ll=-29.8989,-71.26821&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Ofrece áreas verdes, zona de juegos infantiles y ejercicios, además de piscina, quinchos y más","Lindo y cómodo departamento ubicado en condominio sector Laguna del mar, 3 habitaciones, 2 baños, estacionamiento, terraza, lavadora-secadora, Smart tv Qled, Wifi, Directv go, y todas las comodidades de tu hogar,

Además el condominio cuenta con zona de quinchos, zona de juegos, piscina y zona para deporte  !!!


Departamento central, lugar muy tranquilo, cerca de la playa sector el faro, restoranes, supermercados, centro de comercio, mall puertas del mar, mall plaza la Serena y más",['Vista al valle'],4.83,6,Mario,01-2019,https://www.airbnb.cl/rooms/54000711?adults=1&children=0&infants=0&pets=0&check_in=2023-03-07&check_out=2023-03-12&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
9,Necesitas varias camas ? Dos Estacionamientos ?,Condo entero,Coquimbo,10,8,3, Habitación,2,privado,48.691,-29.9782,-71.2488,"https://maps.google.com/maps?ll=-29.9782,-71.2488&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Sector Residencial con buenos accesos. Si quieres trasladarte a varios balneareos de la region o el valle del Elqui, el depto esta ubicado estrategicamente, permientiendo escapar del taco de la Ruta 5 y la Avenida del Mar. Tiene varios supermercados alrededor y el mas cercano es Tottus a 2 KM. Botillerias, verdulerias, comida china y rapida general a una cuadra del condominio.

Si llegas desde Santiago, puedes esquivar el taco de la ruta 5 Norte que comienza en La Herradura. Como ?? ingresando por la Ruta 427 que conecta Tongoy con la carretera Ovalle-Coquimbo. Waze siempre te manda por esta opción en horarios de punta.","Muy comodo en primer piso , 90 mt2 (precio varia según la cantidad de huespedes), todos en sus respectivas camas. Cuenta con quincho y sala de estar para reuniones familiares, zona de juegos y piscina. Wifi Movistar 500, SmatTV de 58 y 43 pulgs,  Dos Estacionamientos.
Princial en Suite con Cama Matrimonial.
Seg Dormitorio con Camarote modular: 4 Cam  1 Plaza
Tercer Domitorio con Camorote modular: 2 Cams de 1 Plaza y 1 Cama Matrimonial. Se reciben mascotas


Ideal para un grupo numeroso ( en mi familia cercana somos 10 y por eso esta bien habilitado), no existen muchas ofertas con este equilibrio de  precio y calidad.  Generalmente a los deptos en la zona, les agregan futon o sofacama, aqui  dejamos libre el living y comedor para compartir con la familia, mientras el resto  pueden seguir teniendo un sueño reparador sueño hasta la hora que quieran ¡¡¡",['Vista a las montañas'],4.75,16,Jorge,05-2019,https://www.airbnb.cl/rooms/53362038?adults=1&children=0&infants=0&pets=0&check_in=2023-03-01&check_out=2023-03-06&previous_page_section_name=1000&federated_search_id=92e1fb30-2f02-44ba-96b0-141a6c837800
